Number of pairs,13758.000000
Number of unique pairs,2483
Average pair frequency,5.540878
Pair entropy,7.402765

Pair,Frequency,Proportion,Entropy Term,Mutual Information
happy anniversary,3.000000,0.000218,0.001838,6.172133
happy lennon,3.000000,0.000218,0.001838,6.983063
birthday love,3.000000,0.000218,0.001838,3.431293
birthday just,3.000000,0.000218,0.001838,2.706397
birthday bro,3.000000,0.000218,0.001838,5.971462
birthday hope,5.000000,0.000363,0.002878,5.269265
birthday great,3.000000,0.000218,0.001838,4.085771
birthday john,4.000000,0.000291,0.002368,6.405748
birthday wishes,3.000000,0.000218,0.001838,7.453067
birthday lennon,3.000000,0.000218,0.001838,7.676210
birthday cake,3.000000,0.000218,0.001838,7.453067
hope day,5.000000,0.000363,0.002878,4.145714
hope u,5.000000,0.000363,0.002878,4.396325
hope life,3.000000,0.000218,0.001838,4.238564
hope great,3.000000,0.000218,0.001838,3.971361
hope better,4.000000,0.000291,0.002368,4.620656
les gens,3.000000,0.000218,0.001838,9.755652
les fils,3.000000,0.000218,0.001838,9.755652
les pute,3.000000,0.000218,0.001838,9.755652
cuando te,3.000000,0.000218,0.001838,7.617370
s cleared,6.000000,0.000436,0.003374,4.996981
s incident,10.000000,0.000727,0.005253,5.033184
s avenue,36.000000,0.002617,0.015558,6.462906
s street,12.000000,0.000872,0.006144,5.157323
s updated,5.000000,0.000363,0.002878,5.145223
s sorry,4.000000,0.000291,0.002368,5.913271
work ny,7.000000,0.000509,0.003858,3.863075
work like,3.000000,0.000218,0.001838,2.195508
work job,7.000000,0.000509,0.003858,4.746576
work want,3.000000,0.000218,0.001838,3.394925
work check,11.000000,0.000800,0.005702,5.620287
work hiring,3.000000,0.000218,0.001838,5.340836
work tomorrow,3.000000,0.000218,0.001838,4.227185
work nj,3.000000,0.000218,0.001838,5.099673
work hard,9.000000,0.000654,0.004796,5.579247
work varioususcities,5.000000,0.000363,0.002878,6.377754
work morning,3.000000,0.000218,0.001838,5.598665
work view,3.000000,0.000218,0.001838,5.487439
ass like,3.000000,0.000218,0.001838,2.826135
ass just,3.000000,0.000218,0.001838,2.706397
ass half,3.000000,0.000218,0.001838,5.661307
video got,3.000000,0.000218,0.001838,3.659827
video just,3.000000,0.000218,0.001838,2.591987
video manhattan,3.000000,0.000218,0.001838,4.363127
video washington,3.000000,0.000218,0.001838,6.463188
video heights,3.000000,0.000218,0.001838,7.002184
boy good,3.000000,0.000218,0.001838,4.239295
opening night,11.000000,0.000800,0.005702,6.192073
upper west,6.000000,0.000436,0.003374,7.905052
upper east,4.000000,0.000291,0.002368,7.025129
west east,3.000000,0.000218,0.001838,6.113293
west exit,5.000000,0.000363,0.002878,6.405429
west river,5.000000,0.000363,0.002878,8.233556
west parkway,3.000000,0.000218,0.001838,7.840513
wish life,3.000000,0.000218,0.001838,4.610804
x purple,4.000000,0.000291,0.002368,8.282346
x prod,4.000000,0.000291,0.002368,7.589199
feel like,33.000000,0.002399,0.014470,4.913876
feel just,4.000000,0.000291,0.002368,2.683924
feel ive,3.000000,0.000218,0.001838,3.803590
feel old,3.000000,0.000218,0.001838,4.763366
feel better,4.000000,0.000291,0.002368,4.424911
e eu,3.000000,0.000218,0.001838,7.453067
e incident,3.000000,0.000218,0.001838,4.471065
e street,4.000000,0.000291,0.002368,4.700565
que se,5.000000,0.000363,0.002878,5.884451
que en,4.000000,0.000291,0.002368,4.631688
que les,4.000000,0.000291,0.002368,6.664610
que te,7.000000,0.000509,0.003858,6.289916
que es,3.000000,0.000218,0.001838,5.407527
que para,5.000000,0.000363,0.002878,6.107595
que la,9.000000,0.000654,0.004796,5.163905
que los,4.000000,0.000291,0.002368,5.927011
que solo,3.000000,0.000218,0.001838,6.376927
que cest,3.000000,0.000218,0.001838,6.983063
que traiter,3.000000,0.000218,0.001838,7.676210
que gens,3.000000,0.000218,0.001838,7.676210
going tell,3.000000,0.000218,0.001838,4.067137
going game,4.000000,0.000291,0.002368,3.661672
going make,3.000000,0.000218,0.001838,3.405242
going live,4.000000,0.000291,0.002368,4.354819
going tonight,6.000000,0.000436,0.003374,4.339552
going huge,3.000000,0.000218,0.001838,5.150482
going pieces,3.000000,0.000218,0.001838,6.295614
home game,3.000000,0.000218,0.001838,4.027916
home town,3.000000,0.000218,0.001838,6.256393
friend encourages,3.000000,0.000218,0.001838,7.979160
friend pettiness,3.000000,0.000218,0.001838,8.489986
things like,3.000000,0.000218,0.001838,2.872655
things check,3.000000,0.000218,0.001838,4.998151
cleared ny,4.000000,0.000291,0.002368,3.218466
cleared north,4.000000,0.000291,0.002368,5.051048
cleared incident,108.000000,0.007850,0.038051,6.550506
cleared penn,11.000000,0.000800,0.005702,6.650435
cleared construction,17.000000,0.001236,0.008274,6.056134
cleared directions,28.000000,0.002035,0.012612,6.421594
cleared sb,14.000000,0.001018,0.007012,6.173758
cleared avenue,34.000000,0.002471,0.014835,5.543524
cleared street,24.000000,0.001744,0.011079,4.988247
cleared st,4.000000,0.000291,0.002368,4.971005
cleared central,6.000000,0.000436,0.003374,4.979589
cleared ltdbus,6.000000,0.000436,0.003374,6.555125
cleared wb,5.000000,0.000363,0.002878,5.679657
cleared closure,6.000000,0.000436,0.003374,6.737447
cleared bedfordavenue,3.000000,0.000218,0.001838,6.737447
cleared whitehallstreet,3.000000,0.000218,0.001838,6.737447
cleared special,3.000000,0.000218,0.001838,5.128009
cleared event,3.000000,0.000218,0.001838,5.168831
cleared eb,10.000000,0.000727,0.005253,6.459815
cleared gallup,4.000000,0.000291,0.002368,7.248272
cleared brooklyn,9.000000,0.000654,0.004796,4.609215
cleared downtown,10.000000,0.000727,0.005253,6.778269
cleared nb,14.000000,0.001018,0.007012,6.629233
cleared exit,6.000000,0.000436,0.003374,5.014680
cleared aline,3.000000,0.000218,0.001838,7.248272
cleared bedford,8.000000,0.000581,0.004332,6.555125
incident ny,4.000000,0.000291,0.002368,2.743844
incident manhattan,10.000000,0.000727,0.005253,4.491267
incident north,3.000000,0.000218,0.001838,4.288743
incident s,4.000000,0.000291,0.002368,4.116893
incident cleared,14.000000,0.001018,0.007012,4.507432
incident penn,18.000000,0.001308,0.008686,6.668289
incident station,16.000000,0.001163,0.007858,5.808569
incident directions,26.000000,0.001890,0.011852,5.872863
incident sb,31.000000,0.002253,0.013734,6.494065
incident avenue,104.000000,0.007559,0.036927,6.186932
incident street,86.000000,0.006251,0.031724,5.789918
incident st,14.000000,0.001018,0.007012,5.749146
incident lexington,16.000000,0.001163,0.007858,6.655867
incident av,8.000000,0.000581,0.004332,5.594995
incident rline,4.000000,0.000291,0.002368,6.773650
incident queens,4.000000,0.000291,0.002368,5.857359
incident bound,4.000000,0.000291,0.002368,6.214034
incident central,16.000000,0.001163,0.007858,5.485796
incident park,12.000000,0.000872,0.006144,4.864107
incident ltdbus,12.000000,0.000872,0.006144,6.773650
incident transverse,8.000000,0.000581,0.004332,6.773650
incident wb,9.000000,0.000654,0.004796,5.792821
incident updated,12.000000,0.000872,0.006144,4.683846
incident eb,15.000000,0.001090,0.007437,6.390658
incident jersey,3.000000,0.000218,0.001838,3.595596
incident brooklyn,20.000000,0.001454,0.009498,4.933100
incident downtown,10.000000,0.000727,0.005253,6.303646
incident nb,22.000000,0.001599,0.010295,6.606596
incident exit,13.000000,0.000945,0.006581,5.313248
incident aline,3.000000,0.000218,0.001838,6.773650
incident streetinwood,3.000000,0.000218,0.001838,6.773650
incident broadway,4.000000,0.000291,0.002368,4.864107
incident holland,4.000000,0.000291,0.002368,6.214034
incident hudson,6.000000,0.000436,0.003374,6.262824
incident toll,4.000000,0.000291,0.002368,5.675038
incident hudsonline,3.000000,0.000218,0.001838,6.773650
incident grand,3.000000,0.000218,0.001838,5.387356
incident port,8.000000,0.000581,0.004332,6.655867
incident lincolntunnel,3.000000,0.000218,0.001838,6.773650
incident authority,4.000000,0.000291,0.002368,6.080503
incident bedford,10.000000,0.000727,0.005253,6.303646
incident avenuee,10.000000,0.000727,0.005253,6.591328
incident systemwide,4.000000,0.000291,0.002368,6.773650
penn cleared,7.000000,0.000509,0.003858,6.198450
penn incident,9.000000,0.000654,0.004796,5.975142
penn station,18.000000,0.001308,0.008686,8.310517
station cleared,12.000000,0.000872,0.006144,5.995509
station incident,16.000000,0.001163,0.007858,5.808569
station hartford,4.000000,0.000291,0.002368,8.192734
construction w,4.000000,0.000291,0.002368,4.879761
construction north,6.000000,0.000436,0.003374,6.336436
construction directions,30.000000,0.002181,0.013363,7.370510
construction sb,7.000000,0.000509,0.003858,6.360534
construction street,3.000000,0.000218,0.001838,3.788729
construction wb,9.000000,0.000654,0.004796,7.147366
construction eb,6.000000,0.000436,0.003374,6.828913
construction gallup,4.000000,0.000291,0.002368,8.128196
construction road,4.000000,0.000291,0.002368,6.875433
construction east,6.000000,0.000436,0.003374,6.113293
construction nj,4.000000,0.000291,0.002368,6.182285
construction nb,4.000000,0.000291,0.002368,6.256393
construction exit,12.000000,0.000872,0.006144,6.587751
construction taconicstateparkway,3.000000,0.000218,0.001838,7.280898
construction cr,6.000000,0.000436,0.003374,7.147366
directions ny,7.000000,0.000509,0.003858,4.524474
directions w,4.000000,0.000291,0.002368,4.746230
directions north,6.000000,0.000436,0.003374,6.202905
directions cleared,7.000000,0.000509,0.003858,5.035300
directions incident,3.000000,0.000218,0.001838,3.713379
directions station,4.000000,0.000291,0.002368,5.643289
directions construction,4.000000,0.000291,0.002368,5.355607
directions line,4.000000,0.000291,0.002368,5.854598
directions avenue,6.000000,0.000436,0.003374,4.555315
directions street,12.000000,0.000872,0.006144,5.041491
directions st,12.000000,0.000872,0.006144,6.816009
directions lexington,8.000000,0.000581,0.004332,7.183734
directions av,4.000000,0.000291,0.002368,6.122862
directions transverse,4.000000,0.000291,0.002368,7.301517
directions updated,3.000000,0.000218,0.001838,4.518565
directions brooklyn,3.000000,0.000218,0.001838,4.256995
directions east,4.000000,0.000291,0.002368,5.574296
directions exit,8.000000,0.000581,0.004332,6.048754
directions streetinwood,3.000000,0.000218,0.001838,7.994664
directions bus,4.000000,0.000291,0.002368,6.983063
directions port,4.000000,0.000291,0.002368,7.183734
directions authority,4.000000,0.000291,0.002368,7.301517
directions ramp,4.000000,0.000291,0.002368,7.994664
county line,3.000000,0.000218,0.001838,7.646357
line cleared,3.000000,0.000218,0.001838,4.820524
line incident,4.000000,0.000291,0.002368,4.633584
talking like,3.000000,0.000218,0.001838,3.432271
talking people,3.000000,0.000218,0.001838,4.298003
black white,3.000000,0.000218,0.001838,4.813144
black men,5.000000,0.000363,0.002878,5.829905
black x,4.000000,0.000291,0.002368,5.449133
black people,7.000000,0.000509,0.003858,4.509312
black ppl,4.000000,0.000291,0.002368,6.142280
black pink,3.000000,0.000218,0.001838,6.835427
people trump,3.000000,0.000218,0.001838,3.085731
people think,4.000000,0.000291,0.002368,3.234730
people like,14.000000,0.001018,0.007012,3.185597
people shit,3.000000,0.000218,0.001838,2.954268
people day,3.000000,0.000218,0.001838,2.568316
people got,5.000000,0.000363,0.002878,3.104080
people need,8.000000,0.000581,0.004332,3.686201
people know,6.000000,0.000436,0.003374,3.115083
people love,5.000000,0.000363,0.002878,2.761135
people say,4.000000,0.000291,0.002368,3.398519
people just,9.000000,0.000654,0.004796,2.624026
people watch,4.000000,0.000291,0.002368,3.647415
people leave,3.000000,0.000218,0.001838,4.447534
people really,6.000000,0.000436,0.003374,3.456675
people great,3.000000,0.000218,0.001838,2.904788
people hate,4.000000,0.000291,0.002368,4.042069
people make,3.000000,0.000218,0.001838,3.045240
people good,3.000000,0.000218,0.001838,2.452176
people follow,4.000000,0.000291,0.002368,4.735216
people come,3.000000,0.000218,0.001838,3.296554
people talk,3.000000,0.000218,0.001838,3.821078
people eat,3.000000,0.000218,0.001838,4.217960
people ask,3.000000,0.000218,0.001838,4.415786
people change,3.000000,0.000218,0.001838,4.549317
people color,3.000000,0.000218,0.001838,4.991150
people care,5.000000,0.000363,0.002878,4.678775
does like,3.000000,0.000218,0.001838,2.698302
does day,3.000000,0.000218,0.001838,3.621465
does just,3.000000,0.000218,0.001838,2.578564
does mean,8.000000,0.000581,0.004332,6.154301
does crushing,3.000000,0.000218,0.001838,7.325234
does recover,3.000000,0.000218,0.001838,7.548377
wind mph,5.000000,0.000363,0.002878,9.668641
wind pressure,3.000000,0.000218,0.001838,8.975493
barometer rising,5.000000,0.000363,0.002878,10.361788
temperature f,5.000000,0.000363,0.002878,9.445497
rain today,5.000000,0.000363,0.002878,5.394524
today time,3.000000,0.000218,0.001838,2.764726
today day,9.000000,0.000654,0.004796,4.103092
today just,4.000000,0.000291,0.002368,2.249260
today good,4.000000,0.000291,0.002368,3.176022
today nyc,3.000000,0.000218,0.001838,2.947048
humidity wind,3.000000,0.000218,0.001838,7.994664
humidity pressure,3.000000,0.000218,0.001838,8.687811
run yankees,3.000000,0.000218,0.001838,4.508628
ive like,4.000000,0.000291,0.002368,2.354712
ive years,3.000000,0.000218,0.001838,4.026734
ive got,4.000000,0.000291,0.002368,3.302815
ive lot,4.000000,0.000291,0.002368,4.565730
ive week,4.000000,0.000291,0.002368,4.273594
ive happy,4.000000,0.000291,0.002368,3.708280
ive ass,3.000000,0.000218,0.001838,4.113745
ive today,3.000000,0.000218,0.001838,3.368926
ive life,3.000000,0.000218,0.001838,3.593869
ive seen,20.000000,0.001454,0.009498,6.288497
ive different,3.000000,0.000218,0.001838,4.806892
ive wanted,3.000000,0.000218,0.001838,5.258877
ive times,3.000000,0.000218,0.001838,4.352156
ive used,3.000000,0.000218,0.001838,4.869412
ive heard,5.000000,0.000363,0.002878,5.413028
standwithjemele espn,3.000000,0.000218,0.001838,5.719001
didnt think,3.000000,0.000218,0.001838,3.840349
didnt like,4.000000,0.000291,0.002368,2.826135
didnt got,3.000000,0.000218,0.001838,3.486556
didnt need,3.000000,0.000218,0.001838,3.598673
didnt know,7.000000,0.000509,0.003858,4.162535
didnt want,3.000000,0.000218,0.001838,3.737870
didnt say,3.000000,0.000218,0.001838,4.004138
didnt just,4.000000,0.000291,0.002368,2.706397
didnt tell,3.000000,0.000218,0.001838,4.600435
didnt come,3.000000,0.000218,0.001838,4.189855
didnt realize,3.000000,0.000218,0.001838,5.884451
tell love,3.000000,0.000218,0.001838,3.446560
tell stream,3.000000,0.000218,0.001838,6.369722
place just,3.000000,0.000218,0.001838,3.111862
makeup riodesigns,3.000000,0.000218,0.001838,9.380959
beat ass,3.000000,0.000218,0.001838,5.843629
favorite halloween,3.000000,0.000218,0.001838,6.044300
favorite things,3.000000,0.000218,0.001838,5.120041
favorite thing,3.000000,0.000218,0.001838,4.844335
thing like,3.000000,0.000218,0.001838,2.596949
thing ive,9.000000,0.000654,0.004796,4.983171
thing looks,3.000000,0.000218,0.001838,4.674436
thing seen,4.000000,0.000291,0.002368,5.208978
thing world,3.000000,0.000218,0.001838,4.542859
thing said,3.000000,0.000218,0.001838,4.542859
thing wow,3.000000,0.000218,0.001838,4.825986
thing heard,3.000000,0.000218,0.001838,5.432122
realdonaldtrump trump,4.000000,0.000291,0.002368,3.861249
realdonaldtrump like,3.000000,0.000218,0.001838,2.132988
realdonaldtrump did,4.000000,0.000291,0.002368,3.715397
realdonaldtrump youre,4.000000,0.000291,0.002368,3.812853
realdonaldtrump going,3.000000,0.000218,0.001838,3.358722
realdonaldtrump didnt,3.000000,0.000218,0.001838,3.892021
realdonaldtrump americans,5.000000,0.000363,0.002878,6.172133
realdonaldtrump vp,14.000000,0.001018,0.007012,6.354455
realdonaldtrump president,4.000000,0.000291,0.002368,5.019454
realdonaldtrump liar,3.000000,0.000218,0.001838,6.423447
realdonaldtrump million,3.000000,0.000218,0.001838,5.596769
syracuse chiefs,3.000000,0.000218,0.001838,10.361788
started working,3.000000,0.000218,0.001838,6.419128
right like,3.000000,0.000218,0.001838,2.005155
right need,3.000000,0.000218,0.001838,3.065375
right u,3.000000,0.000218,0.001838,3.178929
right just,6.000000,0.000436,0.003374,2.578564
right going,4.000000,0.000291,0.002368,3.518571
right espn,3.000000,0.000218,0.001838,3.752888
right look,3.000000,0.000218,0.001838,3.626404
family friends,5.000000,0.000363,0.002878,5.804408
family home,3.000000,0.000218,0.001838,5.111261
wants like,3.000000,0.000218,0.001838,3.404872
wants know,3.000000,0.000218,0.001838,4.181656
fit jobs,3.000000,0.000218,0.001838,6.988761
havent seen,5.000000,0.000363,0.002878,6.324602
havent left,3.000000,0.000218,0.001838,5.964599
havent heard,3.000000,0.000218,0.001838,6.324602
youll good,3.000000,0.000218,0.001838,4.932442
probably right,4.000000,0.000291,0.002368,4.865645
reality tv,4.000000,0.000291,0.002368,7.589199
potus realdonaldtrump,3.000000,0.000218,0.001838,5.037153
oh shit,4.000000,0.000291,0.002368,3.912108
oh know,4.000000,0.000291,0.002368,3.379776
oh just,4.000000,0.000291,0.002368,2.483254
oh happy,4.000000,0.000291,0.002368,3.956559
oh birthday,3.000000,0.000218,0.001838,4.362024
oh boy,3.000000,0.000218,0.001838,4.968160
oh didnt,4.000000,0.000291,0.002368,4.362024
oh definitely,3.000000,0.000218,0.001838,4.968160
oh wait,3.000000,0.000218,0.001838,4.346987
oh ok,3.000000,0.000218,0.001838,4.508628
oh real,3.000000,0.000218,0.001838,4.120862
oh god,13.000000,0.000945,0.006581,5.727557
oh miss,3.000000,0.000218,0.001838,4.457335
oh yeah,6.000000,0.000436,0.003374,5.293583
free espn,4.000000,0.000291,0.002368,4.956861
free wine,3.000000,0.000218,0.001838,6.385226
free speech,3.000000,0.000218,0.001838,7.078373
looks like,37.000000,0.002689,0.015917,5.369212
looks got,6.000000,0.000436,0.003374,4.498157
looks good,5.000000,0.000363,0.002878,4.174756
looks hes,3.000000,0.000218,0.001838,4.549982
heart mom,3.000000,0.000218,0.001838,6.088213
hell yeah,4.000000,0.000291,0.002368,5.717397
funny time,3.000000,0.000218,0.001838,4.172839
pretty art,3.000000,0.000218,0.001838,5.388893
pretty soon,4.000000,0.000291,0.002368,5.804408
pretty available,3.000000,0.000218,0.001838,6.165422
pretty cool,5.000000,0.000363,0.002878,6.098169
women truth,3.000000,0.000218,0.001838,5.926352
women want,3.000000,0.000218,0.001838,4.323387
women work,3.000000,0.000218,0.001838,4.540058
women speak,3.000000,0.000218,0.001838,6.415900
isnt good,5.000000,0.000363,0.002878,4.572439
interesting follow,3.000000,0.000218,0.001838,6.773650
help ive,3.000000,0.000218,0.001838,4.192526
life like,4.000000,0.000291,0.002368,2.593942
life love,4.000000,0.000291,0.002368,3.199100
life say,3.000000,0.000218,0.001838,3.771945
life just,3.000000,0.000218,0.001838,2.186522
life question,3.000000,0.000218,0.001838,5.451587
life live,3.000000,0.000218,0.001838,4.368242
life gives,3.000000,0.000218,0.001838,5.834579
social media,22.000000,0.001599,0.010295,8.050153
social issues,3.000000,0.000218,0.001838,6.672908
lol like,3.000000,0.000218,0.001838,2.081316
lol got,3.000000,0.000218,0.001838,3.029419
lol know,3.000000,0.000218,0.001838,2.858100
lol love,3.000000,0.000218,0.001838,2.686474
lol just,3.000000,0.000218,0.001838,1.961578
lol really,4.000000,0.000291,0.002368,3.487374
lol yes,3.000000,0.000218,0.001838,3.785086
lol wow,3.000000,0.000218,0.001838,4.310352
lol ouch,3.000000,0.000218,0.001838,6.525926
legal issue,8.000000,0.000581,0.004332,7.759098
legal thetrumpreport,3.000000,0.000218,0.001838,8.857710
legal jobs,6.000000,0.000436,0.003374,7.430594
legal jdhuntr,6.000000,0.000436,0.003374,7.653738
issue thetrumpreport,3.000000,0.000218,0.001838,8.975493
wonderful week,3.000000,0.000218,0.001838,5.938939
past years,3.000000,0.000218,0.001838,5.679657
past weekend,5.000000,0.000363,0.002878,6.441797
saying better,3.000000,0.000218,0.001838,4.808398
shes like,3.000000,0.000218,0.001838,3.026806
shes just,5.000000,0.000363,0.002878,3.417893
paper towel,3.000000,0.000218,0.001838,9.755652
bet lost,4.000000,0.000291,0.002368,7.272641
really like,6.000000,0.000436,0.003374,2.590943
really did,3.000000,0.000218,0.001838,3.192523
really need,8.000000,0.000581,0.004332,3.938845
really know,3.000000,0.000218,0.001838,2.674580
really want,5.000000,0.000363,0.002878,3.608039
really say,3.000000,0.000218,0.001838,3.363481
really fucking,3.000000,0.000218,0.001838,3.843706
really just,8.000000,0.000581,0.004332,2.758887
really going,3.000000,0.000218,0.001838,3.123530
really people,4.000000,0.000291,0.002368,3.051210
really didnt,3.000000,0.000218,0.001838,3.656829
really wanna,3.000000,0.000218,0.001838,4.126833
really good,8.000000,0.000581,0.004332,3.685649
really happening,4.000000,0.000291,0.002368,5.377325
really bad,5.000000,0.000363,0.002878,4.327503
really better,3.000000,0.000218,0.001838,3.519045
really care,3.000000,0.000218,0.001838,4.420594
really hard,9.000000,0.000654,0.004796,5.281534
really cool,4.000000,0.000291,0.002368,4.708276
yes lets,3.000000,0.000218,0.001838,4.028212
yes yankees,5.000000,0.000363,0.002878,4.124440
yes tickets,3.000000,0.000218,0.001838,5.628518
game time,4.000000,0.000291,0.002368,3.119348
game tomorrow,4.000000,0.000291,0.002368,4.467615
game tonight,3.000000,0.000218,0.001838,3.789505
game nationals,3.000000,0.000218,0.001838,6.082040
game judge,3.000000,0.000218,0.001838,4.513424
official play,3.000000,0.000218,0.001838,6.552659
official app,3.000000,0.000218,0.001838,7.617370
great weekend,5.000000,0.000363,0.002878,4.760900
great time,7.000000,0.000509,0.003858,3.569764
great day,8.000000,0.000581,0.004332,3.943049
great job,4.000000,0.000291,0.002368,4.030508
great fit,13.000000,0.000945,0.006581,6.697240
great year,5.000000,0.000363,0.002878,4.391802
great miss,3.000000,0.000218,0.001838,4.181081
great sports,3.000000,0.000218,0.001838,5.184383
twitter big,3.000000,0.000218,0.001838,4.636389
twitter come,3.000000,0.000218,0.001838,4.540058
billperiman helping,3.000000,0.000218,0.001838,8.456369
usa job,3.000000,0.000218,0.001838,5.541506
hot humid,3.000000,0.000218,0.001838,7.676210
damn got,4.000000,0.000291,0.002368,4.108440
damn just,3.000000,0.000218,0.001838,2.752917
damn near,3.000000,0.000218,0.001838,6.275811
sb s,4.000000,0.000291,0.002368,5.783218
sb west,8.000000,0.000581,0.004332,7.187212
sb avenue,20.000000,0.001454,0.009498,6.204599
sb street,17.000000,0.001236,0.008274,5.835109
sb st,8.000000,0.000581,0.004332,6.855855
sb av,4.000000,0.000291,0.002368,6.568173
sb central,8.000000,0.000581,0.004332,6.458974
sb park,4.000000,0.000291,0.002368,5.431820
sb exit,5.000000,0.000363,0.002878,6.024061
sb river,5.000000,0.000363,0.002878,7.852189
sb parkway,3.000000,0.000218,0.001838,7.459146
sb truck,4.000000,0.000291,0.002368,7.428374
sb avenuee,4.000000,0.000291,0.002368,7.341363
avenue e,8.000000,0.000581,0.004332,5.600683
avenue cleared,41.000000,0.002980,0.017332,5.730736
avenue incident,57.000000,0.004143,0.022730,5.585593
avenue construction,7.000000,0.000509,0.003858,4.842997
avenue directions,4.000000,0.000291,0.002368,4.149850
avenue street,191.000000,0.013883,0.059378,6.736633
avenue st,4.000000,0.000291,0.002368,4.645171
avenue central,13.000000,0.000945,0.006581,5.426945
avenue park,12.000000,0.000872,0.006144,5.012896
avenue closure,3.000000,0.000218,0.001838,5.718466
avenue updated,43.000000,0.003125,0.018028,6.108928
avenue special,4.000000,0.000291,0.002368,5.089857
avenue metropolitan,4.000000,0.000291,0.002368,5.600683
avenue taylor,6.000000,0.000436,0.003374,6.229291
avenue bedford,9.000000,0.000654,0.004796,6.347074
avenue nassau,8.000000,0.000581,0.004332,7.615586
avenue roebling,6.000000,0.000436,0.003374,6.922439
street north,5.000000,0.000363,0.002878,4.741387
street s,12.000000,0.000872,0.006144,5.157323
street e,4.000000,0.000291,0.002368,4.700565
street cleared,65.000000,0.004725,0.025300,5.984580
street incident,80.000000,0.005815,0.029931,5.717597
street station,4.000000,0.000291,0.002368,4.364093
street construction,5.000000,0.000363,0.002878,4.299554
street directions,12.000000,0.000872,0.006144,5.041491
street sb,14.000000,0.001018,0.007012,5.640953
street avenue,77.000000,0.005597,0.029022,5.828165
street lexington,8.000000,0.000581,0.004332,5.904538
street central,14.000000,0.001018,0.007012,5.294082
street park,12.000000,0.000872,0.006144,4.805925
street ltdbus,4.000000,0.000291,0.002368,5.616856
street transverse,8.000000,0.000581,0.004332,6.715468
street closure,4.000000,0.000291,0.002368,5.799177
street water,5.000000,0.000363,0.002878,4.992701
street updated,70.000000,0.005088,0.026869,6.389252
street special,5.000000,0.000363,0.002878,5.106030
street event,5.000000,0.000363,0.002878,5.146852
street broadway,15.000000,0.001090,0.007437,6.127681
street avenuee,4.000000,0.000291,0.002368,5.616856
street roebling,6.000000,0.000436,0.003374,6.715468
st cleared,5.000000,0.000363,0.002878,5.194149
st incident,9.000000,0.000654,0.004796,5.307313
st construction,3.000000,0.000218,0.001838,5.563246
st lexington,8.000000,0.000581,0.004332,7.679055
st av,20.000000,0.001454,0.009498,8.227621
st updated,4.000000,0.000291,0.002368,5.301569
st truck,4.000000,0.000291,0.002368,7.478385
st routecommunipaw,4.000000,0.000291,0.002368,8.489986
lexington avenue,8.000000,0.000581,0.004332,6.111508
lexington street,10.000000,0.000727,0.005253,6.127681
lexington av,16.000000,0.001163,0.007858,8.777668
lexington updated,8.000000,0.000581,0.004332,6.767906
lexington avenuee,6.000000,0.000436,0.003374,8.570028
av cleared,7.000000,0.000509,0.003858,5.936086
av incident,12.000000,0.000872,0.006144,6.000460
av st,8.000000,0.000581,0.004332,7.311331
av updated,8.000000,0.000581,0.004332,6.400181
rline queens,4.000000,0.000291,0.002368,9.850962
rline bound,4.000000,0.000291,0.002368,10.207637
rline canal,4.000000,0.000291,0.002368,10.361788
queens street,4.000000,0.000291,0.002368,5.799177
queens bound,4.000000,0.000291,0.002368,9.291346
queens canal,4.000000,0.000291,0.002368,9.445497
bound station,4.000000,0.000291,0.002368,7.856262
bound street,4.000000,0.000291,0.002368,6.155852
bound canal,4.000000,0.000291,0.002368,9.802172
canal station,4.000000,0.000291,0.002368,8.010413
canal street,5.000000,0.000363,0.002878,6.533146
central like,3.000000,0.000218,0.001838,2.955347
central s,24.000000,0.001744,0.011079,7.228107
central station,4.000000,0.000291,0.002368,5.741729
central avenue,24.000000,0.001744,0.011079,6.040049
central park,49.000000,0.003562,0.020079,7.590475
central terminal,4.000000,0.000291,0.002368,6.771348
central poughkeepsie,3.000000,0.000218,0.001838,8.093104
park like,4.000000,0.000291,0.002368,2.909023
park city,3.000000,0.000218,0.001838,4.526977
park s,24.000000,0.001744,0.011079,6.894101
park cleared,6.000000,0.000436,0.003374,4.645583
park avenue,36.000000,0.002617,0.015558,6.111508
park updated,5.000000,0.000363,0.002878,4.793825
park brooklyn,5.000000,0.000363,0.002878,4.532254
ltdbus s,4.000000,0.000291,0.002368,7.011884
ltdbus avenue,12.000000,0.000872,0.006144,6.922439
ltdbus street,8.000000,0.000581,0.004332,6.310003
ltdbus central,8.000000,0.000581,0.004332,7.687639
ltdbus park,4.000000,0.000291,0.002368,6.660486
transverse incident,6.000000,0.000436,0.003374,6.485968
transverse avenue,3.000000,0.000218,0.001838,5.941609
transverse updated,4.000000,0.000291,0.002368,6.885689
sound like,3.000000,0.000218,0.001838,4.450841
wb avenue,8.000000,0.000581,0.004332,5.823826
wb street,4.000000,0.000291,0.002368,4.923708
wb exit,8.000000,0.000581,0.004332,7.029583
wb rte,3.000000,0.000218,0.001838,8.282346
wb cr,4.000000,0.000291,0.002368,7.589199
closure directions,6.000000,0.000436,0.003374,7.483839
closure street,4.000000,0.000291,0.002368,5.799177
closure exit,4.000000,0.000291,0.002368,7.211905
closure taconicstateparkway,4.000000,0.000291,0.002368,9.291346
bedfordavenue north,10.000000,0.000727,0.005253,9.263175
bedfordavenue street,5.000000,0.000363,0.002878,6.715468
