Number of pairs,23936.000000
Number of unique pairs,3783
Average pair frequency,6.327254
Pair entropy,7.842861

Pair,Frequency,Proportion,Entropy Term,Mutual Information
latest want,4.000000,0.000167,0.001453,3.096352
latest job,75.000000,0.003133,0.018066,5.822384
latest opening,77.000000,0.003217,0.018463,6.931314
latest click,18.000000,0.000752,0.005409,5.454350
opening work,5.000000,0.000209,0.001770,3.476648
opening ny,4.000000,0.000167,0.001453,2.767997
opening know,3.000000,0.000125,0.001126,2.896830
opening want,4.000000,0.000167,0.001453,3.356883
opening job,7.000000,0.000292,0.002380,3.711338
opening recommend,3.000000,0.000125,0.001126,4.407177
opening director,3.000000,0.000125,0.001126,5.381736
chelsea manhattan,3.000000,0.000125,0.001126,6.801932
guys rock,3.000000,0.000125,0.001126,6.098981
guys enweek,3.000000,0.000125,0.001126,7.996101
guys resourceful,3.000000,0.000125,0.001126,7.996101
solution provider,3.000000,0.000125,0.001126,9.070616
daily reminder,3.000000,0.000125,0.001126,7.378940
country like,3.000000,0.000125,0.001126,3.060283
hours sleep,3.000000,0.000125,0.001126,4.929751
gotta love,3.000000,0.000125,0.001126,3.361135
gotta work,4.000000,0.000167,0.001453,3.813120
act like,4.000000,0.000167,0.001453,4.041112
cut hair,6.000000,0.000251,0.002078,6.505666
city realdonaldtrump,3.000000,0.000125,0.001126,3.030361
city ny,3.000000,0.000125,0.001126,2.662636
city jersey,6.000000,0.000251,0.002078,4.846218
city remote,3.000000,0.000125,0.001126,5.669418
city nj,8.000000,0.000334,0.002675,4.976271
city rochester,3.000000,0.000125,0.001126,4.846218
iran irannucleardeal,6.000000,0.000251,0.002078,9.407088
iran diplomacy,6.000000,0.000251,0.002078,9.407088
iran warmongering,6.000000,0.000251,0.002078,9.407088
syria australia,3.000000,0.000125,0.001126,7.758429
needs today,3.000000,0.000125,0.001126,3.555460
contact facebookcustomerservice,12.000000,0.000501,0.003809,6.739860
contact squad,12.000000,0.000501,0.003809,8.596158
contact creating,12.000000,0.000501,0.003809,8.531619
squad creating,12.000000,0.000501,0.003809,8.713941
squad events,12.000000,0.000501,0.003809,8.542090
creating events,12.000000,0.000501,0.003809,8.477552
pass like,3.000000,0.000125,0.001126,4.110105
national day,3.000000,0.000125,0.001126,4.287897
national award,3.000000,0.000125,0.001126,7.378940
national monument,3.000000,0.000125,0.001126,8.765234
national murrow,3.000000,0.000125,0.001126,8.477552
national excellence,3.000000,0.000125,0.001126,8.765234
report says,3.000000,0.000125,0.001126,6.539189
lets right,3.000000,0.000125,0.001126,3.966692
lets make,3.000000,0.000125,0.001126,3.846406
lets yankees,3.000000,0.000125,0.001126,5.360534
little girl,3.000000,0.000125,0.001126,4.798922
little bit,3.000000,0.000125,0.001126,6.091691
little know,3.000000,0.000125,0.001126,3.250109
used shazam,3.000000,0.000125,0.001126,8.342377
used discover,3.000000,0.000125,0.001126,7.831552
growing adults,3.000000,0.000125,0.001126,9.342549
truth trump,3.000000,0.000125,0.001126,4.619596
days left,3.000000,0.000125,0.001126,4.682654
days forthetea,3.000000,0.000125,0.001126,7.535286
appreciate s,3.000000,0.000125,0.001126,6.148991
high line,4.000000,0.000167,0.001453,5.353565
high school,3.000000,0.000125,0.001126,5.273523
enjoy day,3.000000,0.000125,0.001126,4.236604
repost toprankrepost,6.000000,0.000251,0.002078,8.722309
rest incident,4.000000,0.000167,0.001453,3.588193
rest exit,9.000000,0.000376,0.002965,4.929751
rest area,14.000000,0.000585,0.004354,7.098805
rest west,5.000000,0.000209,0.001770,6.202717
rest updated,3.000000,0.000125,0.001126,4.141294
rest nj,4.000000,0.000167,0.001453,4.747430
pretty good,3.000000,0.000125,0.001126,3.683503
ways know,3.000000,0.000125,0.001126,4.688589
safesolvent deejayforte,4.000000,0.000167,0.001453,10.611061
debut town,9.000000,0.000376,0.002965,7.187884
debut michaels,9.000000,0.000376,0.002965,8.713941
debut kims,9.000000,0.000376,0.002965,8.819301
fox news,7.000000,0.000292,0.002380,7.139390
sleeve freeship,3.000000,0.000125,0.001126,7.972003
disappointed issues,13.000000,0.000543,0.004083,7.472228
disappointed fb,13.000000,0.000543,0.004083,6.872171
disappointed facebookcustomerservice,13.000000,0.000543,0.004083,6.714542
kindly share,4.000000,0.000167,0.001453,7.720689
kindly details,3.000000,0.000125,0.001126,7.490165
details good,3.000000,0.000125,0.001126,3.558340
joined twitter,4.000000,0.000167,0.001453,7.009193
joined mytwitteranniversary,4.000000,0.000167,0.001453,9.407088
friends just,3.000000,0.000125,0.001126,2.449749
friends good,3.000000,0.000125,0.001126,2.910313
friends seeing,3.000000,0.000125,0.001126,5.498404
friends morning,3.000000,0.000125,0.001126,3.149101
check just,3.000000,0.000125,0.001126,2.169789
check great,3.000000,0.000125,0.001126,2.928988
check job,27.000000,0.001128,0.007656,5.037734
check goku,11.000000,0.000460,0.003532,6.945171
check lil,11.000000,0.000460,0.003532,6.321016
check revert,3.000000,0.000125,0.001126,6.967644
check facebook,12.000000,0.000501,0.003809,5.095841
check photos,3.000000,0.000125,0.001126,5.409499
check simple,11.000000,0.000460,0.003532,6.517727
check activated,12.000000,0.000501,0.003809,7.255326
check gain,12.000000,0.000501,0.003809,6.795793
jedi trailer,6.000000,0.000251,0.002078,7.702340
era just,3.000000,0.000125,0.001126,4.226241
service love,3.000000,0.000125,0.001126,2.478746
service just,3.000000,0.000125,0.001126,1.870546
service best,13.000000,0.000543,0.004083,4.820552
service team,21.000000,0.000877,0.006175,5.300125
service issues,3.000000,0.000125,0.001126,4.248033
service help,4.000000,0.000167,0.001453,3.614989
service cost,5.000000,0.000209,0.001770,5.857471
service channel,3.000000,0.000125,0.001126,5.569788
service facebook,10.000000,0.000418,0.003251,4.614277
service simple,3.000000,0.000125,0.001126,4.919201
service provide,3.000000,0.000125,0.001126,5.975254
service customer,9.000000,0.000376,0.002965,4.588959
service pocketfriendly,4.000000,0.000167,0.001453,6.956083
service running,4.000000,0.000167,0.001453,5.452005
service safety,4.000000,0.000167,0.001453,5.297855
service gaining,4.000000,0.000167,0.001453,6.956083
service troubleshooting,3.000000,0.000125,0.001126,6.956083
service teamfacebookcustomerservice,3.000000,0.000125,0.001126,6.956083
service resolution,3.000000,0.000125,0.001126,6.445257
podcast voice,3.000000,0.000125,0.001126,7.470747
starwars thelastjedi,7.000000,0.000292,0.002380,8.046111
hillaryclinton barackobama,3.000000,0.000125,0.001126,8.819301
suck dick,3.000000,0.000125,0.001126,7.672487
dreams reality,4.000000,0.000167,0.001453,6.947499
dreams come,3.000000,0.000125,0.001126,5.006894
application development,3.000000,0.000125,0.001126,7.903011
se lo,3.000000,0.000125,0.001126,4.890749
se en,3.000000,0.000125,0.001126,4.376650
se hace,4.000000,0.000167,0.001453,7.343395
se tan,4.000000,0.000167,0.001453,6.986720
se estrecho,4.000000,0.000167,0.001453,7.497545
color white,3.000000,0.000125,0.001126,5.347795
cd plastic,3.000000,0.000125,0.001126,8.426259
cd sleeve,3.000000,0.000125,0.001126,8.559790
cd jewel,3.000000,0.000125,0.001126,9.407088
cd doublesided,3.000000,0.000125,0.001126,9.407088
greta gerwig,4.000000,0.000167,0.001453,10.611061
email leadsopenwavecompcom,3.000000,0.000125,0.001126,9.512448
leadsopenwavecompcom check,3.000000,0.000125,0.001126,7.255326
legal trump,3.000000,0.000125,0.001126,3.813120
legal issue,50.000000,0.002089,0.012891,7.437461
legal law,3.000000,0.000125,0.001126,5.838495
legal artusalawfirm,5.000000,0.000209,0.001770,7.684321
legal thetrumpreport,8.000000,0.000334,0.002675,7.684321
legal jerseycitylawyer,30.000000,0.001253,0.008375,7.684321
legal cms,3.000000,0.000125,0.001126,7.684321
legal artusa,3.000000,0.000125,0.001126,7.396639
nov bob,22.000000,0.000919,0.006427,7.398264
nov dylan,21.000000,0.000877,0.006175,7.457104
nov mavis,4.000000,0.000167,0.001453,5.827047
nov iamclacky,4.000000,0.000167,0.001453,7.590636
nov tolar,6.000000,0.000251,0.002078,7.841950
nov scottmillermlb,3.000000,0.000125,0.001126,7.302954
los y,4.000000,0.000167,0.001453,4.932596
los que,6.000000,0.000251,0.002078,5.025686
los la,3.000000,0.000125,0.001126,4.417336
los angeles,4.000000,0.000167,0.001453,8.046111
oil products,3.000000,0.000125,0.001126,7.243765
north jersey,8.000000,0.000334,0.002675,5.511194
north state,3.000000,0.000125,0.001126,5.025061
north construction,6.000000,0.000251,0.002078,4.153768
north cleared,3.000000,0.000125,0.001126,3.744127
north tube,16.000000,0.000668,0.004887,7.666622
north updated,3.000000,0.000125,0.001126,4.054282
north tunnel,4.000000,0.000167,0.001453,6.659817
north interchange,7.000000,0.000292,0.002380,7.076332
north nj,7.000000,0.000292,0.002380,5.220034
north rd,6.000000,0.000251,0.002078,5.339772
north paulmier,4.000000,0.000167,0.001453,7.838472
north garden,3.000000,0.000125,0.001126,7.327646
road ny,3.000000,0.000125,0.001126,3.327612
road construction,6.000000,0.000251,0.002078,4.441450
road directions,3.000000,0.000125,0.001126,3.962076
road incident,6.000000,0.000251,0.002078,4.194328
road cleared,5.000000,0.000209,0.001770,4.542635
road sb,3.000000,0.000125,0.001126,5.065883
road ramp,6.000000,0.000251,0.002078,7.278856
handle today,3.000000,0.000125,0.001126,5.326166
native americans,3.000000,0.000125,0.001126,8.203115
columbus day,6.000000,0.000251,0.002078,5.360534
fulltimedad writeordielifestyle,3.000000,0.000125,0.001126,10.611061
coming soon,6.000000,0.000251,0.002078,6.560242
visit just,3.000000,0.000125,0.001126,4.226241
visit portfolio,3.000000,0.000125,0.001126,7.191514
donald trump,9.000000,0.000376,0.002965,5.992645
taste like,3.000000,0.000125,0.001126,4.803252
weve got,5.000000,0.000209,0.001770,5.789704
mass shooting,3.000000,0.000125,0.001126,8.107805
hrs sleep,4.000000,0.000167,0.001453,7.104503
fitness ny,3.000000,0.000125,0.001126,4.426225
civil rights,3.000000,0.000125,0.001126,8.713941
ready like,3.000000,0.000125,0.001126,2.706111
ready work,4.000000,0.000167,0.001453,3.641270
ready change,3.000000,0.000125,0.001126,4.915086
ready morning,3.000000,0.000125,0.001126,3.280437
havent like,4.000000,0.000167,0.001453,3.669548
havent seen,4.000000,0.000167,0.001453,6.173323
makes great,3.000000,0.000125,0.001126,3.827987
makes happy,3.000000,0.000125,0.001126,4.123039
makes sense,3.000000,0.000125,0.001126,6.855042
dead ass,3.000000,0.000125,0.001126,5.274592
dead selling,3.000000,0.000125,0.001126,7.202483
dead cigarettes,3.000000,0.000125,0.001126,7.895630
incident ny,9.000000,0.000376,0.002965,2.286159
incident avenue,16.000000,0.000668,0.004887,4.163557
incident brooklyn,41.000000,0.001713,0.010910,4.593714
incident jersey,8.000000,0.000334,0.002675,3.658810
incident bronx,5.000000,0.000209,0.001770,5.516084
incident street,22.000000,0.000919,0.006427,4.432739
incident central,3.000000,0.000125,0.001126,3.588193
incident state,4.000000,0.000167,0.001453,3.460359
incident franklindrooseveltdrive,6.000000,0.000251,0.002078,5.138790
incident nb,25.000000,0.001044,0.007169,5.161912
incident east,6.000000,0.000251,0.002078,3.588193
incident directions,56.000000,0.002340,0.014173,4.748749
incident rest,9.000000,0.000376,0.002965,4.399123
incident north,3.000000,0.000125,0.001126,3.213499
incident dline,6.000000,0.000251,0.002078,5.580623
incident streetherald,6.000000,0.000251,0.002078,5.580623
incident station,8.000000,0.000334,0.002675,3.061583
incident cleared,14.000000,0.000585,0.004354,3.432188
incident wb,32.000000,0.001337,0.008847,5.069797
incident exit,57.000000,0.002381,0.014384,4.836182
incident broadway,9.000000,0.000376,0.002965,5.187580
incident st,8.000000,0.000334,0.002675,3.748041
incident bridge,5.000000,0.000209,0.001770,3.421139
incident corporate,3.000000,0.000125,0.001126,4.887476
incident grand,10.000000,0.000418,0.003251,5.110619
incident truck,10.000000,0.000418,0.003251,5.030576
incident rfktriboroughbridge,3.000000,0.000125,0.001126,5.986088
incident eb,62.000000,0.002590,0.015427,5.602363
incident madison,4.000000,0.000167,0.001453,5.069797
incident myrtle,5.000000,0.000209,0.001770,5.516084
incident cr,15.000000,0.000627,0.004622,4.445643
incident south,4.000000,0.000167,0.001453,3.906646
incident updated,28.000000,0.001170,0.007897,4.435490
incident allamuchy,12.000000,0.000501,0.003809,5.831937
incident turnpike,3.000000,0.000125,0.001126,5.292941
incident downtown,41.000000,0.001713,0.010910,5.849512
incident sb,31.000000,0.001295,0.008611,5.261192
incident avenuee,6.000000,0.000251,0.002078,5.986088
incident lincolntunnel,5.000000,0.000209,0.001770,5.110619
incident holland,3.000000,0.000125,0.001126,5.698406
incident eline,3.000000,0.000125,0.001126,5.986088
incident canal,3.000000,0.000125,0.001126,5.005259
incident gline,3.000000,0.000125,0.001126,5.986088
incident utica,4.000000,0.000167,0.001453,5.175158
incident queens,4.000000,0.000167,0.001453,4.539169
incident interchange,4.000000,0.000167,0.001453,4.664332
incident nj,7.000000,0.000292,0.002380,3.367650
incident harlemline,6.000000,0.000251,0.002078,5.986088
incident wassaic,4.000000,0.000167,0.001453,5.986088
incident taconicstateparkway,8.000000,0.000334,0.002675,5.292941
incident parkway,8.000000,0.000334,0.002675,4.327860
incident routecommunipaw,5.000000,0.000209,0.001770,5.986088
incident rochester,4.000000,0.000167,0.001453,3.658810
incident harlemriverdrive,5.000000,0.000209,0.001770,5.649616
incident taconic,4.000000,0.000167,0.001453,5.762944
incident peekskill,6.000000,0.000251,0.002078,5.986088
incident georgewashingtonbridge,3.000000,0.000125,0.001126,5.138790
incident midspanupper,3.000000,0.000125,0.001126,5.986088
incident wittpenn,3.000000,0.000125,0.001126,5.986088
incident jsqline,6.000000,0.000251,0.002078,6.168409
incident toline,8.000000,0.000334,0.002675,6.119619
incident broadwayeastern,6.000000,0.000251,0.002078,5.292941
incident zline,6.000000,0.000251,0.002078,5.986088
incident newline,5.000000,0.000209,0.001770,5.986088
incident havenline,5.000000,0.000209,0.001770,5.986088
incident routepulaski,4.000000,0.000167,0.001453,5.986088
incident newjerseyturnpike,3.000000,0.000125,0.001126,5.986088
incident hobline,8.000000,0.000334,0.002675,6.273770
incident wtcline,4.000000,0.000167,0.001453,6.273770
incident ralph,3.000000,0.000125,0.001126,5.986088
incident streetmorgan,4.000000,0.000167,0.001453,5.986088
incident caton,4.000000,0.000167,0.001453,5.292941
incident avenueocean,4.000000,0.000167,0.001453,5.986088
incident newjerseyturnpikehudsoncountyextension,4.000000,0.000167,0.001453,5.986088
incident crescent,4.000000,0.000167,0.001453,5.580623
dline directions,9.000000,0.000376,0.002965,6.446983
dline streetherald,9.000000,0.000376,0.002965,9.512448
dline square,9.000000,0.000376,0.002965,8.098755
streetherald square,9.000000,0.000376,0.002965,8.098755
streetherald station,9.000000,0.000376,0.002965,6.705727
streetherald atlantic,3.000000,0.000125,0.001126,9.224766
square ny,6.000000,0.000251,0.002078,3.993361
square park,4.000000,0.000167,0.001453,5.477716
square city,7.000000,0.000292,0.002380,5.796170
square incident,5.000000,0.000209,0.001770,3.984608
square station,9.000000,0.000376,0.002965,5.292033
square atlantic,3.000000,0.000125,0.001126,7.811073
square avenuebarclays,3.000000,0.000125,0.001126,8.098755
station center,3.000000,0.000125,0.001126,4.066669
station ny,3.000000,0.000125,0.001126,1.907185
station avenue,22.000000,0.000919,0.006427,5.201649
station street,5.000000,0.000209,0.001770,3.670774
station path,4.000000,0.000167,0.001453,5.452964
station central,5.000000,0.000209,0.001770,4.818657
station jackson,3.000000,0.000125,0.001126,5.501754
station construction,41.000000,0.001713,0.010910,4.942835
station directions,23.000000,0.000961,0.006676,4.578531
station incident,22.000000,0.000919,0.006427,4.073184
station dline,7.000000,0.000292,0.002380,6.454412
station bus,6.000000,0.000251,0.002078,5.063499
station cleared,35.000000,0.001462,0.009545,5.068118
station lots,7.000000,0.000292,0.002380,6.012580
station grand,7.000000,0.000292,0.002380,5.473583
station morning,3.000000,0.000125,0.001126,2.319542
station updated,12.000000,0.000501,0.003809,4.307831
station port,4.000000,0.000167,0.001453,6.012580
station authority,6.000000,0.000251,0.002078,6.012580
station queensboro,6.000000,0.000251,0.002078,6.418045
station plaza,6.000000,0.000251,0.002078,5.278610
station eline,3.000000,0.000125,0.001126,6.705727
station streetport,6.000000,0.000251,0.002078,6.705727
station chambers,3.000000,0.000125,0.001126,6.418045
station aline,4.000000,0.000167,0.001453,6.300262
station fline,5.000000,0.000209,0.001770,6.523405
station hoytschermerhorn,3.000000,0.000125,0.001126,6.705727
station htsroosevelt,3.000000,0.000125,0.001126,6.705727
station atlantic,3.000000,0.000125,0.001126,6.418045
station avenuebarclays,3.000000,0.000125,0.001126,6.705727
station terminal,5.000000,0.000209,0.001770,5.542576
station jline,4.000000,0.000167,0.001453,6.300262
station marcy,12.000000,0.000501,0.003809,6.625684
station zline,3.000000,0.000125,0.001126,6.012580
station havenline,4.000000,0.000167,0.001453,6.482583
station hoboken,4.000000,0.000167,0.001453,6.146111
station jervis,4.000000,0.000167,0.001453,6.705727
channel resolution,3.000000,0.000125,0.001126,8.713941
minute syria,4.000000,0.000167,0.001453,7.903011
minute australia,4.000000,0.000167,0.001453,7.822968
lane blocked,8.000000,0.000334,0.002675,8.665151
sounds like,10.000000,0.000418,0.003251,4.817641
sounds survey,3.000000,0.000125,0.001126,6.176284
sounds essential,3.000000,0.000125,0.001126,6.117443
sunset park,9.000000,0.000376,0.002965,7.501669
sunset industrial,4.000000,0.000167,0.001453,9.311778
feels like,7.000000,0.000292,0.002380,4.652021
send way,3.000000,0.000125,0.001126,5.294031
huge fan,4.000000,0.000167,0.001453,7.114553
bus ny,4.000000,0.000167,0.001453,3.764826
bus stop,3.000000,0.000125,0.001126,5.043565
bus construction,5.000000,0.000209,0.001770,4.408660
bus station,6.000000,0.000251,0.002078,5.063499
bus cleared,4.000000,0.000167,0.001453,4.469023
bus terminal,4.000000,0.000167,0.001453,6.889391
bus pabusterminal,3.000000,0.000125,0.001126,8.275686
times city,7.000000,0.000292,0.002380,5.645888
times square,18.000000,0.000752,0.005409,7.227927
gmail process,4.000000,0.000167,0.001453,7.615328
gmail forgot,3.000000,0.000125,0.001126,6.964741
gmail password,15.000000,0.000627,0.004622,8.713941
password process,4.000000,0.000167,0.001453,7.327646
password gmail,3.000000,0.000125,0.001126,7.104503
password recover,4.000000,0.000167,0.001453,8.020794
dial free,5.000000,0.000209,0.001770,6.067766
dial fb,3.000000,0.000125,0.001126,5.000369
dial facebookcustomerservice,5.000000,0.000209,0.001770,5.353565
dial facebookphonenumber,18.000000,0.000752,0.005409,7.702340
dial facebook,3.000000,0.000125,0.001126,4.762697
hurdles facebookcustomerservice,7.000000,0.000292,0.002380,7.145325
disrespect flag,4.000000,0.000167,0.001453,8.085332
jessica rabbit,3.000000,0.000125,0.001126,10.323379
tech touches,5.000000,0.000209,0.001770,8.618631
tech asia,5.000000,0.000209,0.001770,8.618631
plus got,3.000000,0.000125,0.001126,6.126177
cold brew,3.000000,0.000125,0.001126,9.001623
facebook best,12.000000,0.000501,0.003809,4.849708
facebook team,6.000000,0.000251,0.002078,4.156561
facebook help,4.000000,0.000167,0.001453,3.724189
facebook service,90.000000,0.003760,0.020993,6.811502
facebook simple,3.000000,0.000125,0.001126,5.028400
facebook customer,90.000000,0.003760,0.020993,7.000744
facebook pocketfriendly,4.000000,0.000167,0.001453,7.065282
facebook running,4.000000,0.000167,0.001453,5.561205
facebook teamfacebookcustomerservice,3.000000,0.000125,0.001126,7.065282
honestly like,3.000000,0.000125,0.001126,3.753430
honestly truly,3.000000,0.000125,0.001126,6.445257
cnn fucking,4.000000,0.000167,0.001453,5.707639
harvey weinstein,24.000000,0.001003,0.006924,7.640646
madonna costume,3.000000,0.000125,0.001126,9.512448
costume party,4.000000,0.000167,0.001453,7.433007
weed talk,12.000000,0.000501,0.003809,7.013748
weed using,12.000000,0.000501,0.003809,7.640646
weed mymixtapez,12.000000,0.000501,0.003809,7.475566
thought gonna,3.000000,0.000125,0.001126,4.733636
thought id,3.000000,0.000125,0.001126,5.440577
columbusday nyc,4.000000,0.000167,0.001453,6.250087
cleared manhattan,4.000000,0.000167,0.001453,3.842567
cleared ny,5.000000,0.000209,0.001770,2.229000
cleared avenue,3.000000,0.000125,0.001126,3.020209
cleared jersey,3.000000,0.000125,0.001126,3.208609
cleared street,4.000000,0.000167,0.001453,3.258620
cleared construction,79.000000,0.003300,0.018858,5.409700
cleared franklindrooseveltdrive,4.000000,0.000167,0.001453,5.263953
cleared nb,16.000000,0.000668,0.004887,5.246254
cleared east,5.000000,0.000209,0.001770,3.936499
cleared closure,10.000000,0.000418,0.003251,5.823569
cleared directions,70.000000,0.002924,0.017063,5.502521
cleared incident,89.000000,0.003718,0.020802,5.281767
cleared dline,6.000000,0.000251,0.002078,6.111251
cleared wb,22.000000,0.000919,0.006427,5.225732
cleared exit,25.000000,0.001044,0.007169,4.542635
cleared broadway,8.000000,0.000334,0.002675,5.600425
cleared st,6.000000,0.000251,0.002078,3.990987
cleared truck,3.000000,0.000125,0.001126,4.357232
cleared eb,19.000000,0.000794,0.005667,4.950296
cleared hollandtunnel,3.000000,0.000125,0.001126,6.516716
cleared south,3.000000,0.000125,0.001126,4.149593
cleared allamuchy,3.000000,0.000125,0.001126,4.976271
cleared sb,16.000000,0.000668,0.004887,5.130422
cleared avenuee,6.000000,0.000251,0.002078,6.516716
cleared lincolntunnel,4.000000,0.000167,0.001453,5.418104
cleared streethudson,3.000000,0.000125,0.001126,5.823569
cleared streetharlem,4.000000,0.000167,0.001453,5.957100
cleared eline,3.000000,0.000125,0.001126,6.516716
cleared canal,3.000000,0.000125,0.001126,5.535887
cleared gline,3.000000,0.000125,0.001126,6.516716
cleared aline,6.000000,0.000251,0.002078,6.516716
cleared uptown,3.000000,0.000125,0.001126,6.516716
cleared fline,6.000000,0.000251,0.002078,6.516716
cleared queens,4.000000,0.000167,0.001453,5.069797
cleared nj,3.000000,0.000125,0.001126,3.050980
cleared taconicstateparkway,9.000000,0.000376,0.002965,5.941352
cleared jline,3.000000,0.000125,0.001126,5.823569
cleared broadwayeastern,3.000000,0.000125,0.001126,5.130422
cleared zline,3.000000,0.000125,0.001126,5.823569
cleared hobline,4.000000,0.000167,0.001453,6.111251
wb manhattan,5.000000,0.000209,0.001770,4.876641
wb avenue,9.000000,0.000376,0.002965,4.929751
wb ave,3.000000,0.000125,0.001126,5.335216
wb jersey,10.000000,0.000418,0.003251,5.223512
wb office,4.000000,0.000167,0.001453,5.535887
wb state,4.000000,0.000167,0.001453,4.801918
wb construction,5.000000,0.000209,0.001770,3.460621
wb east,9.000000,0.000376,0.002965,5.335216
wb rest,10.000000,0.000418,0.003251,5.846042
wb north,8.000000,0.000334,0.002675,5.535887
wb exit,25.000000,0.001044,0.007169,5.353565
wb rte,4.000000,0.000167,0.001453,6.074883
wb area,5.000000,0.000209,0.001770,5.471348
wb broadway,4.000000,0.000167,0.001453,5.718208
wb st,4.000000,0.000167,0.001453,4.396453
wb west,3.000000,0.000125,0.001126,5.094054
wb corporate,3.000000,0.000125,0.001126,6.229034
wb av,6.000000,0.000251,0.002078,6.174967
wb myrtle,4.000000,0.000167,0.001453,6.634499
wb level,5.000000,0.000209,0.001770,6.164496
wb cr,9.000000,0.000376,0.002965,5.276376
wb woods,3.000000,0.000125,0.001126,7.039964
wb tube,8.000000,0.000334,0.002675,6.462649
wb updated,3.000000,0.000125,0.001126,3.543457
wb allamuchy,10.000000,0.000418,0.003251,6.991174
wb pleasant,3.000000,0.000125,0.001126,6.634499
wb midspanupper,3.000000,0.000125,0.001126,7.327646
exit ny,12.000000,0.000501,0.003809,3.104469
exit avenue,8.000000,0.000334,0.002675,4.001038
exit brooklyn,6.000000,0.000251,0.002078,3.202530
exit office,4.000000,0.000167,0.001453,4.724957
exit street,4.000000,0.000167,0.001453,3.258620
exit park,4.000000,0.000167,0.001453,3.895677
exit state,6.000000,0.000251,0.002078,4.396453
exit construction,24.000000,0.001003,0.006924,4.218306
exit directions,6.000000,0.000251,0.002078,3.045785
exit road,5.000000,0.000209,0.001770,4.542635
exit incident,19.000000,0.000794,0.005667,3.737570
exit sunset,4.000000,0.000167,0.001453,5.505115
exit cleared,16.000000,0.000668,0.004887,4.096348
exit wb,3.000000,0.000125,0.001126,3.233302
exit batavia,4.000000,0.000167,0.001453,6.516716
exit rte,13.000000,0.000543,0.004083,6.442608
exit west,6.000000,0.000251,0.002078,4.976271
exit bridge,27.000000,0.001128,0.007656,5.638166
exit corporate,3.000000,0.000125,0.001126,5.418104
exit eb,6.000000,0.000251,0.002078,3.797616
exit canandaigua,6.000000,0.000251,0.002078,6.362565
exit hamilton,8.000000,0.000334,0.002675,5.957100
exit cr,47.000000,0.001964,0.012239,6.118369
exit woods,3.000000,0.000125,0.001126,6.229034
exit updated,11.000000,0.000460,0.003532,4.031809
exit nj,13.000000,0.000543,0.004083,4.517317
exit rd,33.000000,0.001379,0.009081,5.722764
exit expressway,4.000000,0.000167,0.001453,6.111251
exit taconicstateparkway,5.000000,0.000209,0.001770,5.353565
exit parkway,6.000000,0.000251,0.002078,4.570806
exit rochester,6.000000,0.000251,0.002078,4.594904
exit taconic,4.000000,0.000167,0.001453,6.293573
exit campus,4.000000,0.000167,0.001453,6.111251
exit boulevard,4.000000,0.000167,0.001453,5.957100
exit triborough,3.000000,0.000125,0.001126,6.516716
exit mountain,6.000000,0.000251,0.002078,6.229034
exit corning,4.000000,0.000167,0.001453,6.516716
exit binghamtonnyc,6.000000,0.000251,0.002078,6.516716
exit crescent,4.000000,0.000167,0.001453,6.111251
batavia rte,4.000000,0.000167,0.001453,9.070616
rte construction,5.000000,0.000209,0.001770,5.203590
rte cleared,4.000000,0.000167,0.001453,5.263953
rte exit,9.000000,0.000376,0.002965,6.074883
rte canandaigua,3.000000,0.000125,0.001126,8.223318
hear nyc,8.000000,0.000334,0.002675,4.889111
hear debut,8.000000,0.000334,0.002675,7.235181
hear recording,8.000000,0.000334,0.002675,7.352964
live day,3.000000,0.000125,0.001126,3.243352
live life,4.000000,0.000167,0.001453,4.179730
internet things,5.000000,0.000209,0.001770,6.791153
internet tech,5.000000,0.000209,0.001770,8.030844
internet touches,5.000000,0.000209,0.001770,9.512448
fat ass,3.000000,0.000125,0.001126,6.028363
pruitt secretsofnitro,3.000000,0.000125,0.001126,9.224766
pruitt nwo,3.000000,0.000125,0.001126,8.819301
photos ideas,9.000000,0.000376,0.002965,7.966726
ask gonna,3.000000,0.000125,0.001126,5.083839
ask help,3.000000,0.000125,0.001126,4.646910
rhondamaga lsdmtshrooms,4.000000,0.000167,0.001453,10.323379
rhondamaga wsocfash,4.000000,0.000167,0.001453,10.323379
rhondamaga nickjfuentes,4.000000,0.000167,0.001453,10.323379
lsdmtshrooms wsocfash,4.000000,0.000167,0.001453,10.323379
lsdmtshrooms nickjfuentes,4.000000,0.000167,0.001453,10.323379
wsocfash nickjfuentes,4.000000,0.000167,0.001453,10.323379
leave lonely,3.000000,0.000125,0.001126,7.733111
leave prettier,3.000000,0.000125,0.001126,7.733111
gt thanks,5.000000,0.000209,0.001770,5.710240
gt kesharose,3.000000,0.000125,0.001126,7.684321
connected things,5.000000,0.000209,0.001770,6.908936
connected internet,5.000000,0.000209,0.001770,9.042445
connected ios,5.000000,0.000209,0.001770,9.042445
boys good,3.000000,0.000125,0.001126,4.251487
ivankatrump realdonaldtrump,6.000000,0.000251,0.002078,5.487097
ivankatrump fortunempw,4.000000,0.000167,0.001453,9.224766
ivankatrump lockheedmartin,4.000000,0.000167,0.001453,9.224766
ivankatrump deloitte,4.000000,0.000167,0.001453,9.001623
fortunempw lockheedmartin,4.000000,0.000167,0.001453,10.323379
fortunempw deloitte,4.000000,0.000167,0.001453,10.100235
fortunempw cathyengelbert,4.000000,0.000167,0.001453,10.323379
