Number of words,51720
Number of unique words,4265
Average word frequency,12.126612
Entropy,7.612985

Word,Frequency,Proportion,Entropy Term
dot,4,0.000077,0.000732
genius,3,0.000058,0.000566
iran,4,0.000077,0.000732
fue,3,0.000058,0.000566
bien,4,0.000077,0.000732
esta,6,0.000116,0.001051
pero,15,0.000290,0.002362
mas,9,0.000174,0.001506
harvey,21,0.000406,0.003171
weinstein,43,0.000831,0.005897
theshield,6,0.000116,0.001051
died,6,0.000116,0.001051
turned,15,0.000290,0.002362
bomb,8,0.000155,0.001357
table,9,0.000174,0.001506
argument,3,0.000058,0.000566
defending,4,0.000077,0.000732
jesus,12,0.000232,0.001942
christ,8,0.000155,0.001357
realized,19,0.000367,0.002906
nyff,7,0.000135,0.001206
hall,9,0.000174,0.001506
scared,9,0.000174,0.001506
nuts,5,0.000097,0.000894
speed,4,0.000077,0.000732
grind,5,0.000097,0.000894
eat,30,0.000580,0.004323
repeat,12,0.000232,0.001942
hill,23,0.000445,0.003432
documentary,3,0.000058,0.000566
cutting,4,0.000077,0.000732
construction,57,0.001102,0.007506
queensmidtowntunnel,3,0.000058,0.000566
manhattanqueens,3,0.000058,0.000566
bound,18,0.000348,0.002771
followed,7,0.000135,0.001206
cover,12,0.000232,0.001942
hand,20,0.000387,0.003039
negative,6,0.000116,0.001051
conversation,3,0.000058,0.000566
fb,7,0.000135,0.001206
app,31,0.000599,0.004447
asked,21,0.000406,0.003171
profile,8,0.000155,0.001357
supporters,4,0.000077,0.000732
b,27,0.000522,0.003945
person,38,0.000735,0.005302
shouldve,8,0.000155,0.001357
kipnis,4,0.000077,0.000732
example,11,0.000213,0.001798
kinda,12,0.000232,0.001942
bugging,5,0.000097,0.000894
keeps,11,0.000213,0.001798
road,8,0.000155,0.001357
web,3,0.000058,0.000566
hug,6,0.000116,0.001051
frazier,5,0.000097,0.000894
trolling,6,0.000116,0.001051
sort,5,0.000097,0.000894
dean,5,0.000097,0.000894
seth,5,0.000097,0.000894
confused,7,0.000135,0.001206
gardy,3,0.000058,0.000566
easily,8,0.000155,0.001357
labor,3,0.000058,0.000566
shine,6,0.000116,0.001051
scores,4,0.000077,0.000732
shallow,6,0.000116,0.001051
fly,10,0.000193,0.001653
shame,13,0.000251,0.002083
traitor,6,0.000116,0.001051
russia,17,0.000329,0.002636
continues,6,0.000116,0.001051
production,10,0.000193,0.001653
value,3,0.000058,0.000566
curb,4,0.000077,0.000732
enthusiasm,3,0.000058,0.000566
judgment,3,0.000058,0.000566
implied,3,0.000058,0.000566
representing,5,0.000097,0.000894
yesterday,11,0.000213,0.001798
searchbabe,50,0.000967,0.006711
anycost,50,0.000967,0.006711
search,103,0.001991,0.012385
notlost,50,0.000967,0.006711
turkey,3,0.000058,0.000566
lots,13,0.000251,0.002083
legs,3,0.000058,0.000566
mark,11,0.000213,0.001798
zuckerberg,3,0.000058,0.000566
disrespecting,4,0.000077,0.000732
supporting,7,0.000135,0.001206
mutantsunite,5,0.000097,0.000894
hardest,4,0.000077,0.000732
cases,6,0.000116,0.001051
recently,5,0.000097,0.000894
understood,3,0.000058,0.000566
public,15,0.000290,0.002362
grow,6,0.000116,0.001051
catch,22,0.000425,0.003302
aside,3,0.000058,0.000566
publication,3,0.000058,0.000566
entertainment,23,0.000445,0.003432
infothe,16,0.000309,0.002500
solution,18,0.000348,0.002771
barzz,16,0.000309,0.002500
api,16,0.000309,0.002500
feed,23,0.000445,0.003432
ck,3,0.000058,0.000566
nyy,10,0.000193,0.001653
starter,4,0.000077,0.000732
wouldve,5,0.000097,0.000894
spending,6,0.000116,0.001051
dancing,9,0.000174,0.001506
cat,18,0.000348,0.002771
monster,3,0.000058,0.000566
biggest,13,0.000251,0.002083
debut,5,0.000097,0.000894
described,3,0.000058,0.000566
pressure,8,0.000155,0.001357
cooker,3,0.000058,0.000566
posts,6,0.000116,0.001051
claim,3,0.000058,0.000566
saturday,21,0.000406,0.003171
learned,6,0.000116,0.001051
interesting,21,0.000406,0.003171
ends,6,0.000116,0.001051
publicly,4,0.000077,0.000732
child,11,0.000213,0.001798
mini,4,0.000077,0.000732
ceo,4,0.000077,0.000732
september,3,0.000058,0.000566
pitching,5,0.000097,0.000894
changes,8,0.000155,0.001357
disgusting,11,0.000213,0.001798
council,4,0.000077,0.000732
fashion,22,0.000425,0.003302
comfort,3,0.000058,0.000566
stayed,6,0.000116,0.001051
chicago,10,0.000193,0.001653
opinion,11,0.000213,0.001798
slavery,3,0.000058,0.000566
built,4,0.000077,0.000732
trust,12,0.000232,0.001942
actors,5,0.000097,0.000894
signed,7,0.000135,0.001206
offer,7,0.000135,0.001206
heavy,4,0.000077,0.000732
obama,10,0.000193,0.001653
llega,3,0.000058,0.000566
clevsnyy,4,0.000077,0.000732
honest,5,0.000097,0.000894
creo,3,0.000058,0.000566
una,15,0.000290,0.002362
esa,4,0.000077,0.000732
blame,8,0.000155,0.001357
events,17,0.000329,0.002636
dealing,6,0.000116,0.001051
depressing,3,0.000058,0.000566
dying,11,0.000213,0.001798
prepared,7,0.000135,0.001206
noche,3,0.000058,0.000566
tiempo,3,0.000058,0.000566
energy,13,0.000251,0.002083
scottlincicome,5,0.000097,0.000894
unlike,3,0.000058,0.000566
paul,6,0.000116,0.001051
comic,15,0.000290,0.002362
glow,3,0.000058,0.000566
inspiring,7,0.000135,0.001206
woke,6,0.000116,0.001051
fell,12,0.000232,0.001942
ear,4,0.000077,0.000732
leave,28,0.000541,0.004072
male,7,0.000135,0.001206
ages,5,0.000097,0.000894
geico,5,0.000097,0.000894
cam,3,0.000058,0.000566
modern,6,0.000116,0.001051
destiny,3,0.000058,0.000566
dylan,3,0.000058,0.000566
cole,7,0.000135,0.001206
pitch,14,0.000271,0.002224
meets,4,0.000077,0.000732
audacity,3,0.000058,0.000566
gave,27,0.000522,0.003945
dare,7,0.000135,0.001206
ambrose,3,0.000058,0.000566
terry,4,0.000077,0.000732
francona,4,0.000077,0.000732
education,7,0.000135,0.001206
jemele,15,0.000290,0.002362
espns,4,0.000077,0.000732
social,17,0.000329,0.002636
policy,9,0.000174,0.001506
pardon,4,0.000077,0.000732
starts,9,0.000174,0.001506
beach,5,0.000097,0.000894
reality,9,0.000174,0.001506
hopefully,6,0.000116,0.001051
pushing,3,0.000058,0.000566
ne,8,0.000155,0.001357
ol,3,0.000058,0.000566
brick,3,0.000058,0.000566
embarrass,3,0.000058,0.000566
comments,8,0.000155,0.001357
scroll,3,0.000058,0.000566
como,17,0.000329,0.002636
mejor,6,0.000116,0.001051
peter,5,0.000097,0.000894
bless,11,0.000213,0.001798
na,10,0.000193,0.001653
characters,9,0.000174,0.001506
mis,8,0.000155,0.001357
age,9,0.000174,0.001506
requires,3,0.000058,0.000566
falling,9,0.000174,0.001506
facing,3,0.000058,0.000566
russian,5,0.000097,0.000894
delete,7,0.000135,0.001206
twittersupport,4,0.000077,0.000732
thomassanders,8,0.000155,0.001357
magazine,4,0.000077,0.000732
mindfulnessinamerica,5,0.000097,0.000894
foxnews,13,0.000251,0.002083
tuckercarlson,4,0.000077,0.000732
jew,3,0.000058,0.000566
jews,3,0.000058,0.000566
summer,15,0.000290,0.002362
madison,13,0.000251,0.002083
av,6,0.000116,0.001051
rianjohnson,9,0.000174,0.001506
porgs,7,0.000135,0.001206
oct,9,0.000174,0.001506
indigenouspeoplesday,3,0.000058,0.000566
executive,3,0.000058,0.000566
pierre,5,0.000097,0.000894
event,26,0.000503,0.003818
ring,5,0.000097,0.000894
considering,5,0.000097,0.000894
resign,10,0.000193,0.001653
corker,12,0.000232,0.001942
wa,5,0.000097,0.000894
comedy,4,0.000077,0.000732
vibes,8,0.000155,0.001357
photography,8,0.000155,0.001357
blackish,6,0.000116,0.001051
exit,28,0.000541,0.004072
won,21,0.000406,0.003171
divas,6,0.000116,0.001051
championship,7,0.000135,0.001206
goal,4,0.000077,0.000732
buddy,3,0.000058,0.000566
november,3,0.000058,0.000566
grab,5,0.000097,0.000894
ron,5,0.000097,0.000894
hope,92,0.001779,0.011263
decision,8,0.000155,0.001357
coke,5,0.000097,0.000894
wedding,15,0.000290,0.002362
guard,3,0.000058,0.000566
pt,4,0.000077,0.000732
bio,12,0.000232,0.001942
ancestors,3,0.000058,0.000566
situation,6,0.000116,0.001051
kick,8,0.000155,0.001357
record,11,0.000213,0.001798
style,10,0.000193,0.001653
industry,7,0.000135,0.001206
judge,11,0.000213,0.001798
comment,9,0.000174,0.001506
dire,4,0.000077,0.000732
pas,6,0.000116,0.001051
du,6,0.000116,0.001051
monsters,6,0.000116,0.001051
plans,5,0.000097,0.000894
invite,13,0.000251,0.002083
diane,3,0.000058,0.000566
kill,24,0.000464,0.003562
model,17,0.000329,0.002636
moon,7,0.000135,0.001206
jerseys,3,0.000058,0.000566
extra,6,0.000116,0.001051
nike,3,0.000058,0.000566
fam,6,0.000116,0.001051
convinced,8,0.000155,0.001357
animation,4,0.000077,0.000732
magic,9,0.000174,0.001506
arrest,4,0.000077,0.000732
reaching,3,0.000058,0.000566
pagesix,8,0.000155,0.001357
hed,8,0.000155,0.001357
tryna,11,0.000213,0.001798
fair,9,0.000174,0.001506
granted,6,0.000116,0.001051
facetime,3,0.000058,0.000566
imax,7,0.000135,0.001206
perfection,3,0.000058,0.000566
mondaymood,3,0.000058,0.000566
venmo,8,0.000155,0.001357
candy,6,0.000116,0.001051
sundays,3,0.000058,0.000566
fake,28,0.000541,0.004072
unfollowed,3,0.000058,0.000566
differently,3,0.000058,0.000566
exists,3,0.000058,0.000566
itll,4,0.000077,0.000732
coach,6,0.000116,0.001051
safer,3,0.000058,0.000566
usa,11,0.000213,0.001798
cake,9,0.000174,0.001506
metal,4,0.000077,0.000732
glass,7,0.000135,0.001206
dish,4,0.000077,0.000732
fart,3,0.000058,0.000566
miami,4,0.000077,0.000732
opera,5,0.000097,0.000894
dropped,12,0.000232,0.001942
updated,41,0.000793,0.005660
mental,7,0.000135,0.001206
illness,3,0.000058,0.000566
ima,9,0.000174,0.001506
switch,5,0.000097,0.000894
restaurant,3,0.000058,0.000566
sara,4,0.000077,0.000732
bray,8,0.000155,0.001357
dresser,5,0.000097,0.000894
khule,3,0.000058,0.000566
ko,3,0.000058,0.000566
rocking,9,0.000174,0.001506
beyonc,10,0.000193,0.001653
serving,3,0.000058,0.000566
wouldnt,21,0.000406,0.003171
petty,7,0.000135,0.001206
expert,4,0.000077,0.000732
term,6,0.000116,0.001051
hype,12,0.000232,0.001942
unreal,6,0.000116,0.001051
lot,35,0.000677,0.004939
arguing,4,0.000077,0.000732
truth,21,0.000406,0.003171
mistake,5,0.000097,0.000894
admit,6,0.000116,0.001051
forgive,4,0.000077,0.000732
wig,6,0.000116,0.001051
babies,6,0.000116,0.001051
instagram,20,0.000387,0.003039
directly,5,0.000097,0.000894
interested,9,0.000174,0.001506
somebody,11,0.000213,0.001798
cares,14,0.000271,0.002224
vets,3,0.000058,0.000566
pumpkin,8,0.000155,0.001357
step,12,0.000232,0.001942
exposed,4,0.000077,0.000732
wing,6,0.000116,0.001051
remains,4,0.000077,0.000732
subway,11,0.000213,0.001798
bottle,5,0.000097,0.000894
parts,4,0.000077,0.000732
challenge,3,0.000058,0.000566
youve,16,0.000309,0.002500
yea,10,0.000193,0.001653
coast,4,0.000077,0.000732
rain,22,0.000425,0.003302
director,3,0.000058,0.000566
benefit,4,0.000077,0.000732
raining,3,0.000058,0.000566
thief,3,0.000058,0.000566
oil,3,0.000058,0.000566
rochester,6,0.000116,0.001051
workout,8,0.000155,0.001357
prison,4,0.000077,0.000732
gop,15,0.000290,0.002362
werent,8,0.000155,0.001357
niggas,23,0.000445,0.003432
wanting,4,0.000077,0.000732
ran,10,0.000193,0.001653
hour,14,0.000271,0.002224
ryan,6,0.000116,0.001051
profitable,3,0.000058,0.000566
casino,3,0.000058,0.000566
everyones,9,0.000174,0.001506
shut,10,0.000193,0.001653
sooo,7,0.000135,0.001206
corny,4,0.000077,0.000732
nycdailypics,3,0.000058,0.000566
bullpen,3,0.000058,0.000566
sports,10,0.000193,0.001653
breathe,8,0.000155,0.001357
wed,4,0.000077,0.000732
advanced,3,0.000058,0.000566
bday,5,0.000097,0.000894
landing,4,0.000077,0.000732
announces,4,0.000077,0.000732
ep,5,0.000097,0.000894
visual,4,0.000077,0.000732
giving,23,0.000445,0.003432
bills,4,0.000077,0.000732
hockey,4,0.000077,0.000732
sabrina,3,0.000058,0.000566
imo,6,0.000116,0.001051
result,3,0.000058,0.000566
experiment,3,0.000058,0.000566
copy,6,0.000116,0.001051
editors,3,0.000058,0.000566
salem,6,0.000116,0.001051
queenscoronet,5,0.000097,0.000894
kith,3,0.000058,0.000566
delicious,9,0.000174,0.001506
walk,19,0.000367,0.002906
lincoln,6,0.000116,0.001051
quote,4,0.000077,0.000732
followers,11,0.000213,0.001798
cheeyathebard,3,0.000058,0.000566
dreaminofspace,3,0.000058,0.000566
jrbyoung,3,0.000058,0.000566
borrowedstar,3,0.000058,0.000566
thecwsupergirl,5,0.000097,0.000894
hills,3,0.000058,0.000566
farm,3,0.000058,0.000566
update,9,0.000174,0.001506
impossible,4,0.000077,0.000732
assignments,3,0.000058,0.000566
nom,3,0.000058,0.000566
tienen,6,0.000116,0.001051
easy,15,0.000290,0.002362
choice,7,0.000135,0.001206
decided,10,0.000193,0.001653
jabbershire,6,0.000116,0.001051
mason,3,0.000058,0.000566
touch,5,0.000097,0.000894
filled,3,0.000058,0.000566
clutch,6,0.000116,0.001051
jay,6,0.000116,0.001051
classic,8,0.000155,0.001357
created,8,0.000155,0.001357
received,5,0.000097,0.000894
talented,8,0.000155,0.001357
gorgeous,14,0.000271,0.002224
slaying,4,0.000077,0.000732
late,24,0.000464,0.003562
freaking,10,0.000193,0.001653
cardi,5,0.000097,0.000894
lyrics,3,0.000058,0.000566
obsessed,9,0.000174,0.001506
porque,6,0.000116,0.001051
ivana,5,0.000097,0.000894
par,3,0.000058,0.000566
ex,16,0.000309,0.002500
reminder,10,0.000193,0.001653
pizza,20,0.000387,0.003039
whore,4,0.000077,0.000732
appropriate,5,0.000097,0.000894
podcast,10,0.000193,0.001653
blocked,4,0.000077,0.000732
hgtv,3,0.000058,0.000566
houses,3,0.000058,0.000566
holy,24,0.000464,0.003562
donna,40,0.000773,0.005541
tired,19,0.000367,0.002906
issues,13,0.000251,0.002083
history,28,0.000541,0.004072
t,21,0.000406,0.003171
useless,5,0.000097,0.000894
naw,5,0.000097,0.000894
normal,10,0.000193,0.001653
fear,6,0.000116,0.001051
classes,4,0.000077,0.000732
written,4,0.000077,0.000732
ended,9,0.000174,0.001506
teams,13,0.000251,0.002083
roommate,5,0.000097,0.000894
alicia,8,0.000155,0.001357
rooting,3,0.000058,0.000566
oreilly,3,0.000058,0.000566
pinstripepride,21,0.000406,0.003171
legit,14,0.000271,0.002224
mickiejames,8,0.000155,0.001357
title,18,0.000348,0.002771
wrestlemania,3,0.000058,0.000566
tlc,7,0.000135,0.001206
sense,17,0.000329,0.002636
selfish,3,0.000058,0.000566
jus,6,0.000116,0.001051
mutant,3,0.000058,0.000566
sentence,4,0.000077,0.000732
masculinity,5,0.000097,0.000894
vocals,3,0.000058,0.000566
immediately,6,0.000116,0.001051
comeback,5,0.000097,0.000894
drug,5,0.000097,0.000894
consider,7,0.000135,0.001206
race,10,0.000193,0.001653
films,7,0.000135,0.001206
produced,3,0.000058,0.000566
remix,7,0.000135,0.001206
rick,9,0.000174,0.001506
morty,8,0.000155,0.001357
mlbplayoffs,6,0.000116,0.001051
everytime,6,0.000116,0.001051
calling,24,0.000464,0.003562
spring,4,0.000077,0.000732
idea,28,0.000541,0.004072
leaves,4,0.000077,0.000732
fallen,4,0.000077,0.000732
das,8,0.000155,0.001357
takes,9,0.000174,0.001506
timeline,5,0.000097,0.000894
lisa,6,0.000116,0.001051
karen,4,0.000077,0.000732
posters,6,0.000116,0.001051
nope,4,0.000077,0.000732
attention,15,0.000290,0.002362
jmpoool,7,0.000135,0.001206
drefong,3,0.000058,0.000566
indiansyankees,3,0.000058,0.000566
latavius,4,0.000077,0.000732
round,9,0.000174,0.001506
playoffs,4,0.000077,0.000732
videos,13,0.000251,0.002083
asking,27,0.000522,0.003945
offensive,3,0.000058,0.000566
karan,30,0.000580,0.004323
hating,3,0.000058,0.000566
ray,5,0.000097,0.000894
donovan,3,0.000058,0.000566
feature,5,0.000097,0.000894
bedfordstuyvesant,8,0.000155,0.001357
lovely,10,0.000193,0.001653
presssec,3,0.000058,0.000566
north,14,0.000271,0.002224
astros,6,0.000116,0.001051
casa,7,0.000135,0.001206
ride,4,0.000077,0.000732
wack,5,0.000097,0.000894
sb,19,0.000367,0.002906
harriman,8,0.000155,0.001357
rte,11,0.000213,0.001798
ind,3,0.000058,0.000566
avenue,33,0.000638,0.004694
beginning,6,0.000116,0.001051
niggativities,3,0.000058,0.000566
funclewill,3,0.000058,0.000566
surprise,12,0.000232,0.001942
doctor,5,0.000097,0.000894
tight,11,0.000213,0.001798
jeschastain,3,0.000058,0.000566
expose,4,0.000077,0.000732
young,19,0.000367,0.002906
permanent,4,0.000077,0.000732
eli,3,0.000058,0.000566
manning,4,0.000077,0.000732
suchamantis,4,0.000077,0.000732
sooooo,4,0.000077,0.000732
hoe,5,0.000097,0.000894
sweater,5,0.000097,0.000894
health,13,0.000251,0.002083
slowly,3,0.000058,0.000566
legend,13,0.000251,0.002083
orange,4,0.000077,0.000732
soda,3,0.000058,0.000566
content,6,0.000116,0.001051
cartoon,5,0.000097,0.000894
slave,3,0.000058,0.000566
guns,7,0.000135,0.001206
nature,4,0.000077,0.000732
bassdork,4,0.000077,0.000732
tariqnasheed,4,0.000077,0.000732
liking,5,0.000097,0.000894
hypocrisy,3,0.000058,0.000566
needed,14,0.000271,0.002224
anime,6,0.000116,0.001051
listening,10,0.000193,0.001653
frank,5,0.000097,0.000894
author,3,0.000058,0.000566
looked,19,0.000367,0.002906
kitchen,22,0.000425,0.003302
stronger,3,0.000058,0.000566
learning,4,0.000077,0.000732
mask,7,0.000135,0.001206
standing,4,0.000077,0.000732
silent,7,0.000135,0.001206
rolling,5,0.000097,0.000894
organic,3,0.000058,0.000566
broke,8,0.000155,0.001357
cleaned,3,0.000058,0.000566
wins,8,0.000155,0.001357
titles,3,0.000058,0.000566
trishstratuscom,4,0.000077,0.000732
keith,3,0.000058,0.000566
montclairboontonline,8,0.000155,0.001357
syd,5,0.000097,0.000894
nutshell,3,0.000058,0.000566
tengo,6,0.000116,0.001051
hacer,3,0.000058,0.000566
cruelty,3,0.000058,0.000566
remind,4,0.000077,0.000732
dog,11,0.000213,0.001798
cops,14,0.000271,0.002224
lord,16,0.000309,0.002500
girardi,11,0.000213,0.001798
mets,6,0.000116,0.001051
jobs,3,0.000058,0.000566
african,5,0.000097,0.000894
shawnmendes,4,0.000077,0.000732
mk,4,0.000077,0.000732
buccigross,3,0.000058,0.000566
st,30,0.000580,0.004323
card,11,0.000213,0.001798
lack,6,0.000116,0.001051
grade,7,0.000135,0.001206
regular,7,0.000135,0.001206
voted,3,0.000058,0.000566
brexit,3,0.000058,0.000566
fucked,10,0.000193,0.001653
elite,3,0.000058,0.000566
uk,5,0.000097,0.000894
caption,3,0.000058,0.000566
college,10,0.000193,0.001653
bc,39,0.000754,0.005422
practically,6,0.000116,0.001051
awesome,36,0.000696,0.005060
insanely,3,0.000058,0.000566
lmfaoooo,7,0.000135,0.001206
dems,6,0.000116,0.001051
michelle,4,0.000077,0.000732
dating,15,0.000290,0.002362
sequel,5,0.000097,0.000894
starbucks,4,0.000077,0.000732
ye,3,0.000058,0.000566
statue,5,0.000097,0.000894
photographer,10,0.000193,0.001653
minority,4,0.000077,0.000732
ate,7,0.000135,0.001206
fries,3,0.000058,0.000566
sick,31,0.000599,0.004447
bust,3,0.000058,0.000566
ale,3,0.000058,0.000566
signature,4,0.000077,0.000732
throwing,11,0.000213,0.001798
bedstuy,4,0.000077,0.000732
reminding,3,0.000058,0.000566
newmusic,3,0.000058,0.000566
preseason,3,0.000058,0.000566
grandcentralnyc,3,0.000058,0.000566
sales,3,0.000058,0.000566
including,4,0.000077,0.000732
sept,3,0.000058,0.000566
dj,9,0.000174,0.001506
x,26,0.000503,0.003818
special,27,0.000522,0.003945
embarrassing,5,0.000097,0.000894
weve,7,0.000135,0.001206
lane,5,0.000097,0.000894
hows,3,0.000058,0.000566
colors,11,0.000213,0.001798
politics,11,0.000213,0.001798
mta,17,0.000329,0.002636
relaxing,17,0.000329,0.002636
severino,20,0.000387,0.003039
apartment,7,0.000135,0.001206
hells,14,0.000271,0.002224
lame,5,0.000097,0.000894
goin,6,0.000116,0.001051
wild,18,0.000348,0.002771
victor,5,0.000097,0.000894
contact,5,0.000097,0.000894
picoftheday,3,0.000058,0.000566
trip,13,0.000251,0.002083
fitness,3,0.000058,0.000566
beating,3,0.000058,0.000566
dudes,6,0.000116,0.001051
bums,3,0.000058,0.000566
yorker,4,0.000077,0.000732
darrencriss,8,0.000155,0.001357
ignorance,5,0.000097,0.000894
mouth,12,0.000232,0.001942
ignore,5,0.000097,0.000894
dms,4,0.000077,0.000732
wrote,12,0.000232,0.001942
page,13,0.000251,0.002083
meat,4,0.000077,0.000732
dccomics,3,0.000058,0.000566
nycomiccon,7,0.000135,0.001206
august,3,0.000058,0.000566
ben,5,0.000097,0.000894
streetart,3,0.000058,0.000566
yorkers,3,0.000058,0.000566
bathroom,12,0.000232,0.001942
reunited,5,0.000097,0.000894
plant,5,0.000097,0.000894
zealand,3,0.000058,0.000566
joy,5,0.000097,0.000894
stan,4,0.000077,0.000732
swear,8,0.000155,0.001357
ac,6,0.000116,0.001051
uma,10,0.000193,0.001653
wh,8,0.000155,0.001357
save,16,0.000309,0.002500
arms,10,0.000193,0.001653
button,4,0.000077,0.000732
def,10,0.000193,0.001653
allowed,9,0.000174,0.001506
rico,10,0.000193,0.001653
luv,3,0.000058,0.000566
issa,6,0.000116,0.001051
struggle,5,0.000097,0.000894
exclusively,3,0.000058,0.000566
clothing,5,0.000097,0.000894
passed,5,0.000097,0.000894
matter,21,0.000406,0.003171
sport,6,0.000116,0.001051
eso,6,0.000116,0.001051
parte,7,0.000135,0.001206
myb,3,0.000058,0.000566
crisis,4,0.000077,0.000732
shook,3,0.000058,0.000566
twins,4,0.000077,0.000732
multiple,7,0.000135,0.001206
bruce,4,0.000077,0.000732
action,9,0.000174,0.001506
messed,4,0.000077,0.000732
hurting,5,0.000097,0.000894
mistakes,3,0.000058,0.000566
gem,6,0.000116,0.001051
biscuit,4,0.000077,0.000732
butt,9,0.000174,0.001506
commit,3,0.000058,0.000566
awww,4,0.000077,0.000732
choose,5,0.000097,0.000894
macys,5,0.000097,0.000894
absolutely,17,0.000329,0.002636
culture,21,0.000406,0.003171
papi,4,0.000077,0.000732
definitely,18,0.000348,0.002771
prime,6,0.000116,0.001051
northern,4,0.000077,0.000732
enjoyed,8,0.000155,0.001357
fantastic,7,0.000135,0.001206
ridiculous,9,0.000174,0.001506
injuries,4,0.000077,0.000732
spielman,5,0.000097,0.000894
older,8,0.000155,0.001357
cost,6,0.000116,0.001051
companies,6,0.000116,0.001051
theknot,5,0.000097,0.000894
theknotgala,8,0.000155,0.001357
jeans,5,0.000097,0.000894
deadass,5,0.000097,0.000894
intentionally,4,0.000077,0.000732
idiots,5,0.000097,0.000894
nyknicks,11,0.000213,0.001798
sigh,4,0.000077,0.000732
guest,9,0.000174,0.001506
realjerryjones,7,0.000135,0.001206
republic,5,0.000097,0.000894
letting,10,0.000193,0.001653
someones,6,0.000116,0.001051
swat,3,0.000058,0.000566
relationship,4,0.000077,0.000732
low,14,0.000271,0.002224
playoff,8,0.000155,0.001357
rolandsmartin,3,0.000058,0.000566
agreed,8,0.000155,0.001357
dirty,8,0.000155,0.001357
orders,3,0.000058,0.000566
adam,6,0.000116,0.001051
albums,3,0.000058,0.000566
typical,7,0.000135,0.001206
sex,14,0.000271,0.002224
mexico,3,0.000058,0.000566
shooter,6,0.000116,0.001051
exist,8,0.000155,0.001357
aviwoolf,3,0.000058,0.000566
sexual,11,0.000213,0.001798
doors,3,0.000058,0.000566
neighbor,4,0.000077,0.000732
mindset,4,0.000077,0.000732
officers,4,0.000077,0.000732
innocent,3,0.000058,0.000566
flag,10,0.000193,0.001653
motion,4,0.000077,0.000732
martes,4,0.000077,0.000732
taco,4,0.000077,0.000732
youll,22,0.000425,0.003302
unless,10,0.000193,0.001653
sells,3,0.000058,0.000566
strange,3,0.000058,0.000566
animated,4,0.000077,0.000732
growing,3,0.000058,0.000566
bored,3,0.000058,0.000566
bareillesgodspeed,3,0.000058,0.000566
photoshoot,6,0.000116,0.001051
bear,3,0.000058,0.000566
busy,11,0.000213,0.001798
laptop,4,0.000077,0.000732
failed,3,0.000058,0.000566
date,18,0.000348,0.002771
atlantic,4,0.000077,0.000732
asian,3,0.000058,0.000566
disrespectful,5,0.000097,0.000894
seven,4,0.000077,0.000732
drugs,7,0.000135,0.001206
creative,4,0.000077,0.000732
kesharose,7,0.000135,0.001206
kesha,15,0.000290,0.002362
inspire,4,0.000077,0.000732
decisions,3,0.000058,0.000566
garden,8,0.000155,0.001357
asleep,6,0.000116,0.001051
celebrated,5,0.000097,0.000894
brunch,5,0.000097,0.000894
liar,3,0.000058,0.000566
nation,4,0.000077,0.000732
hmm,6,0.000116,0.001051
carlitosalvarez,3,0.000058,0.000566
genocide,6,0.000116,0.001051
nations,4,0.000077,0.000732
authentic,3,0.000058,0.000566
appears,3,0.000058,0.000566
knows,14,0.000271,0.002224
wheres,5,0.000097,0.000894
album,16,0.000309,0.002500
vida,4,0.000077,0.000732
sin,6,0.000116,0.001051
obvious,8,0.000155,0.001357
rule,9,0.000174,0.001506
harley,3,0.000058,0.000566
newyorkcomiccon,8,0.000155,0.001357
chase,4,0.000077,0.000732
abusers,3,0.000058,0.000566
yep,12,0.000232,0.001942
stoned,3,0.000058,0.000566
peaceful,4,0.000077,0.000732
shooting,16,0.000309,0.002500
texas,20,0.000387,0.003039
tech,18,0.000348,0.002771
disgrace,3,0.000058,0.000566
texting,5,0.000097,0.000894
bffs,3,0.000058,0.000566
journalism,3,0.000058,0.000566
intro,3,0.000058,0.000566
meu,6,0.000116,0.001051
shawn,3,0.000058,0.000566
management,9,0.000174,0.001506
shoulder,3,0.000058,0.000566
nazis,3,0.000058,0.000566
preparing,3,0.000058,0.000566
boot,3,0.000058,0.000566
tweeting,10,0.000193,0.001653
goodnight,12,0.000232,0.001942
creating,8,0.000155,0.001357
community,9,0.000174,0.001506
abc,5,0.000097,0.000894
cbs,3,0.000058,0.000566
nbc,3,0.000058,0.000566
coverage,4,0.000077,0.000732
suck,13,0.000251,0.002083
places,9,0.000174,0.001506
finding,4,0.000077,0.000732
dub,3,0.000058,0.000566
andor,4,0.000077,0.000732
gailkimitsme,5,0.000097,0.000894
ca,5,0.000097,0.000894
praying,13,0.000251,0.002083
exploring,3,0.000058,0.000566
build,4,0.000077,0.000732
impact,3,0.000058,0.000566
effective,3,0.000058,0.000566
smoking,8,0.000155,0.001357
weed,7,0.000135,0.001206
alive,14,0.000271,0.002224
buffalo,4,0.000077,0.000732
sounds,26,0.000503,0.003818
conference,4,0.000077,0.000732
results,3,0.000058,0.000566
jack,7,0.000135,0.001206
laughing,8,0.000155,0.001357
ari,3,0.000058,0.000566
andy,5,0.000097,0.000894
bartender,3,0.000058,0.000566
rly,6,0.000116,0.001051
chris,3,0.000058,0.000566
mf,4,0.000077,0.000732
scenes,5,0.000097,0.000894
uncomfortable,4,0.000077,0.000732
auntnolan,3,0.000058,0.000566
wife,11,0.000213,0.001798
lockdown,7,0.000135,0.001206
division,3,0.000058,0.000566
campus,9,0.000174,0.001506
large,7,0.000135,0.001206
