Number of pairs,13911.000000
Number of unique pairs,2640
Average pair frequency,5.269318
Pair entropy,7.535640

Pair,Frequency,Proportion,Entropy Term,Mutual Information
yall think,4.000000,0.000288,0.002345,3.678897
yall want,3.000000,0.000216,0.001821,3.288267
yall shield,3.000000,0.000216,0.001821,4.976842
yall shit,3.000000,0.000216,0.001821,3.446957
yall ready,3.000000,0.000216,0.001821,4.653055
yall appreciate,4.000000,0.000288,0.002345,6.392990
yall click,3.000000,0.000216,0.001821,5.412160
yall aint,3.000000,0.000216,0.001821,4.765533
yall asked,3.000000,0.000216,0.001821,5.458680
yall listened,3.000000,0.000216,0.001821,6.893765
realmelina heel,4.000000,0.000288,0.002345,7.644976
realmelina wwe,3.000000,0.000216,0.001821,6.633375
realmelina won,3.000000,0.000216,0.001821,7.085360
realmelina title,3.000000,0.000216,0.001821,7.239511
realmelina gailkimitsme,4.000000,0.000288,0.002345,8.808127
luke skywalker,5.000000,0.000359,0.002851,8.694798
long way,5.000000,0.000359,0.002851,4.831131
long time,8.000000,0.000575,0.004291,4.687324
long ago,3.000000,0.000216,0.001821,5.795153
long school,3.000000,0.000216,0.001821,5.353320
thinking game,3.000000,0.000216,0.001821,4.341253
bitch fuck,3.000000,0.000216,0.001821,4.506022
paid bot,3.000000,0.000216,0.001821,8.988711
wars looks,4.000000,0.000288,0.002345,4.845245
wars need,4.000000,0.000288,0.002345,3.835299
wars trailer,39.000000,0.002804,0.016476,6.092893
wars fucking,3.000000,0.000216,0.001821,3.892068
wars ill,3.000000,0.000216,0.001821,4.134080
wars tickets,6.000000,0.000431,0.003342,5.407896
wars jedi,8.000000,0.000575,0.004291,5.674525
wars movie,7.000000,0.000503,0.003822,5.562047
wars watch,3.000000,0.000216,0.001821,4.000548
wars december,3.000000,0.000216,0.001821,5.731683
yr old,3.000000,0.000216,0.001821,7.503325
loved ones,3.000000,0.000216,0.001821,7.379273
loved thelastjeditrailer,3.000000,0.000216,0.001821,7.196951
ivankatrump realdonaldtrump,3.000000,0.000216,0.001821,6.142510
thoughts trailer,5.000000,0.000359,0.002851,5.648207
themikedowd butttroy,3.000000,0.000216,0.001821,11.068152
themikedowd walteryurkiw,3.000000,0.000216,0.001821,11.068152
themikedowd maxjustice,3.000000,0.000216,0.001821,11.068152
butttroy walteryurkiw,3.000000,0.000216,0.001821,11.068152
butttroy maxjustice,3.000000,0.000216,0.001821,11.068152
butttroy fadefriend,3.000000,0.000216,0.001821,11.068152
walteryurkiw maxjustice,3.000000,0.000216,0.001821,11.068152
walteryurkiw fadefriend,3.000000,0.000216,0.001821,11.068152
maxjustice fadefriend,3.000000,0.000216,0.001821,11.068152
badndblonde katwatersminion,4.000000,0.000288,0.002345,10.151861
badndblonde wwepeytonroyce,3.000000,0.000216,0.001821,8.822726
phone just,4.000000,0.000288,0.002345,3.797607
phone open,3.000000,0.000216,0.001821,6.842130
dead ass,3.000000,0.000216,0.001821,5.944188
design paradise,6.000000,0.000431,0.003342,8.947889
design thefader,6.000000,0.000431,0.003342,9.458714
design issue,6.000000,0.000431,0.003342,7.753966
thefader paradise,6.000000,0.000431,0.003342,9.864179
thefader issue,6.000000,0.000431,0.003342,8.670257
thefader ft,6.000000,0.000431,0.003342,9.681858
issue ft,6.000000,0.000431,0.003342,7.977110
issue thetrumpreport,10.000000,0.000719,0.005203,8.670257
issue artusalawfirm,3.000000,0.000216,0.001821,8.670257
kelelam shout,6.000000,0.000431,0.003342,9.122242
news tonight,3.000000,0.000216,0.001821,4.731523
r e,5.000000,0.000359,0.002851,6.745345
r u,3.000000,0.000216,0.001821,4.762283
murrow award,3.000000,0.000216,0.001821,8.883350
wind mph,3.000000,0.000216,0.001821,9.933172
haha just,3.000000,0.000216,0.001821,3.797607
makes feel,7.000000,0.000503,0.003822,5.647407
makes better,3.000000,0.000216,0.001821,4.696730
makes want,4.000000,0.000288,0.002345,4.487975
makes sense,4.000000,0.000288,0.002345,6.869698
able today,3.000000,0.000216,0.001821,5.567348
td celebration,3.000000,0.000216,0.001821,8.921571
los yankees,3.000000,0.000216,0.001821,4.430021
los en,4.000000,0.000288,0.002345,5.631886
los que,5.000000,0.000359,0.002851,5.708426
los das,5.000000,0.000359,0.002851,8.329465
el yankees,3.000000,0.000216,0.001821,3.754265
el y,3.000000,0.000216,0.001821,4.803485
el gary,3.000000,0.000216,0.001821,6.919740
el sueo,3.000000,0.000216,0.001821,7.612888
click following,3.000000,0.000216,0.001821,7.466284
click link,13.000000,0.000935,0.006519,8.344835
click order,3.000000,0.000216,0.001821,7.229895
click apply,3.000000,0.000216,0.001821,7.977110
omg winter,3.000000,0.000216,0.001821,6.730136
smells like,4.000000,0.000288,0.002345,5.490311
wanna meet,3.000000,0.000216,0.001821,5.758785
nikki cross,4.000000,0.000288,0.002345,10.151861
october ac,3.000000,0.000216,0.001821,7.760045
god help,4.000000,0.000288,0.002345,5.572009
god awful,3.000000,0.000216,0.001821,6.257776
god bless,5.000000,0.000359,0.002851,7.203920
members shield,4.000000,0.000288,0.002345,7.724113
gun control,4.000000,0.000288,0.002345,8.417260
caribbean mist,3.000000,0.000216,0.001821,10.269645
caribbean mondays,3.000000,0.000216,0.001821,9.576497
mondays mist,3.000000,0.000216,0.001821,9.353354
mondays harlem,3.000000,0.000216,0.001821,8.660207
mondays west,4.000000,0.000288,0.002345,8.254741
west village,4.000000,0.000288,0.002345,8.765567
lindseygrahamsc realdonaldtrump,9.000000,0.000647,0.004751,7.145812
gives real,3.000000,0.000216,0.001821,6.413134
turn tv,3.000000,0.000216,0.001821,6.303133
turn heel,3.000000,0.000216,0.001821,7.027052
hey good,6.000000,0.000431,0.003342,4.231356
hey want,4.000000,0.000288,0.002345,4.104017
hey whats,3.000000,0.000216,0.001821,4.321740
hey guys,3.000000,0.000216,0.001821,4.970827
hey macys,3.000000,0.000216,0.001821,7.421832
hey nordstrom,3.000000,0.000216,0.001821,7.932658
aint shit,7.000000,0.000503,0.003822,5.318759
honor just,3.000000,0.000216,0.001821,3.751087
coming soon,5.000000,0.000359,0.002851,6.303133
coming week,3.000000,0.000216,0.001821,5.190728
sleep tonight,3.000000,0.000216,0.001821,4.756216
empire state,6.000000,0.000431,0.003342,8.437063
empire building,4.000000,0.000288,0.002345,8.360102
state building,4.000000,0.000288,0.002345,7.443811
building amazing,3.000000,0.000216,0.001821,5.932354
mind boggling,3.000000,0.000216,0.001821,8.670257
free home,3.000000,0.000216,0.001821,5.067288
free speech,3.000000,0.000216,0.001821,7.827297
til middle,3.000000,0.000216,0.001821,8.061370
dumb shit,3.000000,0.000216,0.001821,5.213399
bannon honor,4.000000,0.000288,0.002345,7.689428
things doing,3.000000,0.000216,0.001821,4.794437
things happen,4.000000,0.000288,0.002345,6.167828
baby yankees,3.000000,0.000216,0.001821,3.827025
baby girl,3.000000,0.000216,0.001821,5.046590
beat indians,3.000000,0.000216,0.001821,6.244293
wasnt bad,3.000000,0.000216,0.001821,5.215950
win game,12.000000,0.000863,0.006086,5.020977
win yankees,12.000000,0.000863,0.006086,4.866123
win series,4.000000,0.000288,0.002345,5.521999
win america,3.000000,0.000216,0.001821,5.546691
win lose,4.000000,0.000288,0.002345,6.239838
peoples day,4.000000,0.000288,0.002345,5.945677
check collection,3.000000,0.000216,0.001821,7.548349
bueno mi,3.000000,0.000216,0.001821,8.190203
guy like,4.000000,0.000288,0.002345,3.330827
seanhannity u,3.000000,0.000216,0.001821,5.731683
sound like,5.000000,0.000359,0.002851,4.509482
stupid fucks,5.000000,0.000359,0.002851,9.122242
trending ny,14.000000,0.001006,0.006946,7.222574
quick just,3.000000,0.000216,0.001821,4.069541
bar ny,4.000000,0.000288,0.002345,5.276664
brand trailer,3.000000,0.000216,0.001821,5.520374
brand jedi,3.000000,0.000216,0.001821,6.686126
sending love,3.000000,0.000216,0.001821,5.227511
hearts friday,3.000000,0.000216,0.001821,6.209201
looking good,3.000000,0.000216,0.001821,3.943674
looking forward,7.000000,0.000503,0.003822,7.799127
super excited,5.000000,0.000359,0.002851,6.358622
lower east,3.000000,0.000216,0.001821,8.254741
temperature f,3.000000,0.000216,0.001821,9.394176
street station,9.000000,0.000647,0.004751,6.273280
street incident,4.000000,0.000288,0.002345,5.387127
street authority,6.000000,0.000431,0.003342,7.724113
street east,4.000000,0.000288,0.002345,6.220036
street construction,6.000000,0.000431,0.003342,5.983647
street updated,7.000000,0.000503,0.003822,6.467277
street avenuee,3.000000,0.000216,0.001821,7.541792
street streetport,6.000000,0.000431,0.003342,8.234939
sad just,4.000000,0.000288,0.002345,3.178568
sad lol,3.000000,0.000216,0.001821,4.245229
saying getting,3.000000,0.000216,0.001821,5.026840
favorite music,3.000000,0.000216,0.001821,5.461533
favorite person,3.000000,0.000216,0.001821,5.735970
ice cream,10.000000,0.000719,0.005203,9.040004
red light,4.000000,0.000288,0.002345,6.889926
red management,4.000000,0.000288,0.002345,7.988538
red firm,4.000000,0.000288,0.002345,8.106321
red sox,4.000000,0.000288,0.002345,8.394004
rtdna murrow,3.000000,0.000216,0.001821,9.171032
big mouth,4.000000,0.000288,0.002345,6.777693
big sean,3.000000,0.000216,0.001821,7.183158
rightviewpoint azygoslobe,4.000000,0.000288,0.002345,10.780470
rightviewpoint scrowder,4.000000,0.000288,0.002345,10.780470
rightviewpoint dineshdsouza,4.000000,0.000288,0.002345,10.087323
azygoslobe scrowder,4.000000,0.000288,0.002345,10.780470
azygoslobe dineshdsouza,4.000000,0.000288,0.002345,10.087323
scrowder dineshdsouza,4.000000,0.000288,0.002345,10.087323
bradford like,3.000000,0.000216,0.001821,4.286338
babe whats,50.000000,0.003594,0.020230,7.380273
babe search,50.000000,0.003594,0.020230,7.455074
babe notlost,50.000000,0.003594,0.020230,8.177780
buy tickets,6.000000,0.000431,0.003342,6.444815
bears conversion,3.000000,0.000216,0.001821,8.023630
fantasy league,3.000000,0.000216,0.001821,7.681880
matchup gave,8.000000,0.000575,0.004291,8.753145
matchup tarik,8.000000,0.000575,0.004291,9.651086
matchup incorrectly,8.000000,0.000575,0.004291,9.969540
talk like,6.000000,0.000431,0.003342,3.880873
talk sister,3.000000,0.000216,0.001821,6.367672
idk just,4.000000,0.000288,0.002345,3.833975
idk shit,3.000000,0.000216,0.001821,4.913294
maana que,3.000000,0.000216,0.001821,6.367672
para y,3.000000,0.000216,0.001821,5.550699
para la,3.000000,0.000216,0.001821,5.334811
lo que,10.000000,0.000719,0.005203,6.510773
bro fucking,3.000000,0.000216,0.001821,5.009029
girls guys,3.000000,0.000216,0.001821,5.708426
collection ps,3.000000,0.000216,0.001821,8.988711
book saturday,3.000000,0.000216,0.001821,6.888650
penn station,10.000000,0.000719,0.005203,7.825560
penn incident,4.000000,0.000288,0.002345,6.834046
artist invite,11.000000,0.000791,0.005648,9.055271
artist collaboration,9.000000,0.000647,0.004751,9.222326
artist ello,4.000000,0.000288,0.002345,9.222326
east street,13.000000,0.000935,0.006519,7.398691
east nj,4.000000,0.000288,0.002345,6.973808
east construction,3.000000,0.000216,0.001821,5.821128
east exit,4.000000,0.000288,0.002345,6.819657
enjoy day,3.000000,0.000216,0.001821,5.570984
times like,4.000000,0.000288,0.002345,2.951337
times manhattan,14.000000,0.001006,0.006946,5.975279
times square,28.000000,0.002013,0.012496,7.318088
times city,4.000000,0.000288,0.002345,5.144788
racist ass,3.000000,0.000216,0.001821,6.021149
f o,3.000000,0.000216,0.001821,7.042801
clearly askingforit,4.000000,0.000288,0.002345,8.516106
available purchase,4.000000,0.000288,0.002345,8.908668
basketball game,3.000000,0.000216,0.001821,5.754946
sf family,3.000000,0.000216,0.001821,7.743916
saludos desde,3.000000,0.000216,0.001821,9.864179
nycc cosplay,7.000000,0.000503,0.003822,7.845474
nycc comic,3.000000,0.000216,0.001821,7.123339
nycc newyorkcomiccon,4.000000,0.000288,0.002345,8.039630
le el,3.000000,0.000216,0.001821,5.890121
evening far,15.000000,0.001078,0.007367,8.284514
law school,3.000000,0.000216,0.001821,7.129812
potus just,3.000000,0.000216,0.001821,3.376394
studio artist,11.000000,0.000791,0.005648,8.787007
studio invite,11.000000,0.000791,0.005648,9.166497
studio collaboration,9.000000,0.000647,0.004751,9.333551
museum art,4.000000,0.000288,0.002345,7.203920
museum history,5.000000,0.000359,0.002851,7.879049
museum natural,6.000000,0.000431,0.003342,9.090990
se le,4.000000,0.000288,0.002345,6.609936
school tomorrow,4.000000,0.000288,0.002345,5.326753
las vegas,3.000000,0.000216,0.001821,8.640404
traceeellisross elainewelteroth,4.000000,0.000288,0.002345,9.997711
paleyfest ny,6.000000,0.000431,0.003342,7.003885
force awakens,4.000000,0.000288,0.002345,9.222326
media watch,3.000000,0.000216,0.001821,5.522975
boy like,3.000000,0.000216,0.001821,3.383470
boy big,3.000000,0.000216,0.001821,5.363999
start playing,3.000000,0.000216,0.001821,4.931866
start watching,3.000000,0.000216,0.001821,4.827876
start shit,3.000000,0.000216,0.001821,4.166080
start calling,3.000000,0.000216,0.001821,6.044272
youtube channel,4.000000,0.000288,0.002345,8.064121
n e,3.000000,0.000216,0.001821,6.018296
n s,4.000000,0.000288,0.002345,6.473032
n fake,3.000000,0.000216,0.001821,6.349653
police shot,3.000000,0.000216,0.001821,7.042801
police officer,5.000000,0.000359,0.002851,8.534455
understand shit,3.000000,0.000216,0.001821,5.164609
sister abigail,6.000000,0.000431,0.003342,9.075722
cars just,3.000000,0.000216,0.001821,4.896220
idgsummit sparkmvmnt,3.000000,0.000216,0.001821,11.068152
parece que,4.000000,0.000288,0.002345,7.243141
upper west,3.000000,0.000216,0.001821,8.072420
upper east,3.000000,0.000216,0.001821,7.666955
por y,3.000000,0.000216,0.001821,5.668482
por que,7.000000,0.000503,0.003822,6.234140
nj exit,5.000000,0.000359,0.002851,7.265944
nj shopapttherapy,6.000000,0.000431,0.003342,8.988711
different people,3.000000,0.000216,0.001821,4.671223
sitting just,4.000000,0.000288,0.002345,4.827227
sitting chillin,4.000000,0.000288,0.002345,9.864179
giants season,3.000000,0.000216,0.001821,6.694494
view opening,3.000000,0.000216,0.001821,7.755988
view latest,3.000000,0.000216,0.001821,8.302532
bought tickets,3.000000,0.000216,0.001821,6.324187
bought porg,3.000000,0.000216,0.001821,7.535277
espn just,3.000000,0.000216,0.001821,2.991982
espn jemelehill,3.000000,0.000216,0.001821,6.370707
espn standwithjemele,5.000000,0.000359,0.002851,7.623470
espn jemele,5.000000,0.000359,0.002851,7.218005
espn pulled,3.000000,0.000216,0.001821,7.112644
pero yo,3.000000,0.000216,0.001821,6.750664
pero lo,3.000000,0.000216,0.001821,7.299230
harvey men,4.000000,0.000288,0.002345,6.414192
harvey weinstein,14.000000,0.001006,0.006946,8.000099
harvey silence,4.000000,0.000288,0.002345,8.311312
weinstein men,4.000000,0.000288,0.002345,5.697514
weinstein women,3.000000,0.000216,0.001821,5.443734
weinstein silence,4.000000,0.000288,0.002345,7.594634
weinstein allegations,3.000000,0.000216,0.001821,7.894739
theshield raw,3.000000,0.000216,0.001821,6.930323
jesus christ,3.000000,0.000216,0.001821,8.701029
hall screw,3.000000,0.000216,0.001821,9.276393
eat like,3.000000,0.000216,0.001821,3.593191
eat ass,3.000000,0.000216,0.001821,5.838828
hill brooklyn,3.000000,0.000216,0.001821,5.576006
hill needs,5.000000,0.000359,0.002851,7.114348
construction station,3.000000,0.000216,0.001821,5.063442
construction manhattan,3.000000,0.000216,0.001821,4.722516
construction directions,22.000000,0.001581,0.010200,7.386114
construction jersey,5.000000,0.000359,0.002851,5.442692
construction yards,3.000000,0.000216,0.001821,6.177803
construction wb,14.000000,0.001006,0.006946,7.671728
construction east,6.000000,0.000431,0.003342,6.514275
construction nj,4.000000,0.000288,0.002345,6.331954
construction bound,6.000000,0.000431,0.003342,7.025101
construction exit,6.000000,0.000431,0.003342,6.583268
construction sb,7.000000,0.000503,0.003822,7.125184
construction avenue,9.000000,0.000647,0.004751,6.824430
construction uptown,3.000000,0.000216,0.001821,7.612888
construction eb,5.000000,0.000359,0.002851,7.653710
construction ferry,3.000000,0.000216,0.001821,7.612888
construction queens,3.000000,0.000216,0.001821,7.276415
construction south,3.000000,0.000216,0.001821,6.737419
construction canal,3.000000,0.000216,0.001821,7.142884
construction turnpikenj,4.000000,0.000288,0.002345,7.430566
construction pleasant,6.000000,0.000431,0.003342,7.969563
construction hollandtunnel,3.000000,0.000216,0.001821,8.123713
construction dline,3.000000,0.000216,0.001821,8.123713
construction streetherald,3.000000,0.000216,0.001821,8.123713
construction aline,6.000000,0.000431,0.003342,8.123713
construction fline,6.000000,0.000431,0.003342,8.123713
construction streethudson,3.000000,0.000216,0.001821,8.123713
construction streetharlem,3.000000,0.000216,0.001821,8.123713
construction rd,4.000000,0.000288,0.002345,7.900570
construction franklindrooseveltdrive,4.000000,0.000288,0.002345,8.123713
queensmidtowntunnel directions,3.000000,0.000216,0.001821,8.338123
queensmidtowntunnel manhattanqueens,3.000000,0.000216,0.001821,11.068152
queensmidtowntunnel bound,3.000000,0.000216,0.001821,9.276393
manhattanqueens bound,3.000000,0.000216,0.001821,9.276393
bound station,6.000000,0.000431,0.003342,6.909269
bound center,3.000000,0.000216,0.001821,7.042801
bound incident,3.000000,0.000216,0.001821,6.140899
bound updated,3.000000,0.000216,0.001821,6.661433
bound avenue,3.000000,0.000216,0.001821,6.878497
bound streetrockefeller,3.000000,0.000216,0.001821,9.276393
bound utica,3.000000,0.000216,0.001821,9.276393
app missing,15.000000,0.001078,0.007367,8.039630
app entertainment,16.000000,0.001150,0.007784,8.369872
app infothe,14.000000,0.001006,0.006946,8.599246
asked following,3.000000,0.000216,0.001821,7.512804
asked click,3.000000,0.000216,0.001821,7.129812
asked listened,3.000000,0.000216,0.001821,8.611416
profile pic,3.000000,0.000216,0.001821,8.295563
person like,3.000000,0.000216,0.001821,3.356802
dean seth,3.000000,0.000216,0.001821,10.046501
shame traitor,3.000000,0.000216,0.001821,8.908668
production directingactors,3.000000,0.000216,0.001821,9.864179
searchbabe anycost,50.000000,0.003594,0.020230,8.254741
search comes,50.000000,0.003594,0.020230,7.153599
search whats,100.000000,0.007189,0.035477,7.427675
search babe,50.000000,0.003594,0.020230,7.455074
search notlost,50.000000,0.003594,0.020230,7.532036
notlost comes,50.000000,0.003594,0.020230,7.876305
lots station,3.000000,0.000216,0.001821,6.541544
lots love,3.000000,0.000216,0.001821,4.859786
lots avenue,3.000000,0.000216,0.001821,7.203920
entertainment infothe,16.000000,0.001150,0.007784,9.031270
entertainment solution,16.000000,0.001150,0.007784,8.913487
entertainment barzz,16.000000,0.001150,0.007784,9.031270
infothe solution,16.000000,0.001150,0.007784,9.276393
infothe barzz,16.000000,0.001150,0.007784,9.394176
infothe api,16.000000,0.001150,0.007784,9.394176
solution barzz,16.000000,0.001150,0.007784,9.276393
solution api,16.000000,0.001150,0.007784,9.276393
solution feed,16.000000,0.001150,0.007784,8.913487
barzz api,16.000000,0.001150,0.007784,9.394176
barzz feed,16.000000,0.001150,0.007784,9.031270
api feed,16.000000,0.001150,0.007784,9.031270
feed like,3.000000,0.000216,0.001821,3.858894
pressure cooker,3.000000,0.000216,0.001821,10.087323
saturday night,4.000000,0.000288,0.002345,5.511324
changes reylo,3.000000,0.000216,0.001821,9.394176
opinion harvey,4.000000,0.000288,0.002345,8.110641
opinion lena,4.000000,0.000288,0.002345,9.768869
opinion dunham,4.000000,0.000288,0.002345,9.768869
creo que,3.000000,0.000216,0.001821,7.466284
una en,3.000000,0.000216,0.001821,6.003450
events grand,4.000000,0.000288,0.002345,8.154896
events ballroom,4.000000,0.000288,0.002345,8.417260
events hammerstein,9.000000,0.000647,0.004751,9.333551
fell love,3.000000,0.000216,0.001821,4.939828
modern dresser,3.000000,0.000216,0.001821,9.864179
modern teak,4.000000,0.000288,0.002345,10.151861
gave positive,8.000000,0.000575,0.004291,7.905847
gave cohen,8.000000,0.000575,0.004291,8.117156
gave tarik,8.000000,0.000575,0.004291,8.552474
jemele hill,14.000000,0.001006,0.006946,8.962277
social watch,3.000000,0.000216,0.001821,5.867815
social media,10.000000,0.000719,0.005203,8.458082
como la,3.000000,0.000216,0.001821,5.797434
thomassanders hey,3.000000,0.000216,0.001821,6.951829
foxnews texastech,3.000000,0.000216,0.001821,8.397842
madison square,3.000000,0.000216,0.001821,6.850280
madison jersey,7.000000,0.000503,0.003822,7.257266
av e,3.000000,0.000216,0.001821,7.810056
av st,3.000000,0.000216,0.001821,8.072420
av nyctbus,4.000000,0.000288,0.002345,10.375005
event newyorkcity,4.000000,0.000288,0.002345,7.655905
event arena,4.000000,0.000288,0.002345,8.349052
event madisonsquaregarden,4.000000,0.000288,0.002345,8.908668
event citywide,4.000000,0.000288,0.002345,8.908668
resign trumptrain,6.000000,0.000431,0.003342,9.864179
exit nj,12.000000,0.000863,0.006086,8.141413
exit construction,3.000000,0.000216,0.001821,5.890121
exit harriman,8.000000,0.000575,0.004291,8.834560
exit rte,7.000000,0.000503,0.003822,8.382575
exit robert,4.000000,0.000288,0.002345,8.611416
exit moses,4.000000,0.000288,0.002345,8.611416
exit parkway,5.000000,0.000359,0.002851,8.834560
won title,5.000000,0.000359,0.002851,7.841308
divas title,3.000000,0.000216,0.001821,8.583246
hope nice,16.000000,0.001150,0.007784,6.323220
hope day,8.000000,0.000575,0.004291,4.514931
hope monday,16.000000,0.001150,0.007784,6.323220
hope pretty,11.000000,0.000791,0.005648,5.899736
hope doing,3.000000,0.000216,0.001821,4.399783
hope good,14.000000,0.001006,0.006946,4.790972
hope great,4.000000,0.000288,0.002345,4.082510
hope having,17.000000,0.001222,0.008197,6.351055
hope youre,23.000000,0.001653,0.010590,5.853216
hope safe,4.000000,0.000288,0.002345,6.140899
invite collaboration,9.000000,0.000647,0.004751,9.601815
invite ello,4.000000,0.000288,0.002345,9.601815
kill time,3.000000,0.000216,0.001821,4.702828
venmo square,6.000000,0.000431,0.003342,8.028935
venmo paypal,7.000000,0.000503,0.003822,9.953792
venmo cash,6.000000,0.000431,0.003342,9.799641
fake news,4.000000,0.000288,0.002345,6.507282
fake punt,6.000000,0.000431,0.003342,8.834560
updated incident,21.000000,0.001510,0.009806,7.263608
updated directions,16.000000,0.001150,0.007784,7.397140
updated jersey,4.000000,0.000288,0.002345,5.549027
updated wb,4.000000,0.000288,0.002345,6.748444
updated street,4.000000,0.000288,0.002345,5.907661
updated penn,4.000000,0.000288,0.002345,7.354580
updated construction,11.000000,0.000791,0.005648,6.808036
updated event,4.000000,0.000288,0.002345,6.581390
updated sb,4.000000,0.000288,0.002345,6.895048
updated montclairboontonline,4.000000,0.000288,0.002345,7.760045
updated special,4.000000,0.000288,0.002345,6.543650
updated avenuee,6.000000,0.000431,0.003342,8.453192
mental health,3.000000,0.000216,0.001821,8.754517
sara frank,3.000000,0.000216,0.001821,10.269645
sara bareillesgodspeed,3.000000,0.000216,0.001821,10.780470
bray raw,3.000000,0.000216,0.001821,6.642640
dresser jersey,4.000000,0.000288,0.002345,7.653162
dresser downtown,4.000000,0.000288,0.002345,9.746396
instagram story,3.000000,0.000216,0.001821,7.050769
rain gt,3.000000,0.000216,0.001821,7.129812
rain away,4.000000,0.000288,0.002345,7.094721
rain today,3.000000,0.000216,0.001821,5.420744
niggas yall,3.000000,0.000216,0.001821,5.367709
breathe deep,3.000000,0.000216,0.001821,8.241496
giving money,3.000000,0.000216,0.001821,6.441003
salem ny,5.000000,0.000359,0.002851,7.109246
salem northcountry,4.000000,0.000288,0.002345,10.375005
queenscoronet bad,3.000000,0.000216,0.001821,7.190031
cheeyathebard dreaminofspace,3.000000,0.000216,0.001821,11.068152
cheeyathebard jrbyoung,3.000000,0.000216,0.001821,11.068152
cheeyathebard borrowedstar,3.000000,0.000216,0.001821,11.068152
dreaminofspace jrbyoung,3.000000,0.000216,0.001821,11.068152
dreaminofspace thecwsupergirl,3.000000,0.000216,0.001821,10.557327
jrbyoung thecwsupergirl,3.000000,0.000216,0.001821,10.557327
borrowedstar thecwsupergirl,3.000000,0.000216,0.001821,10.557327
nom literally,3.000000,0.000216,0.001821,8.177780
late night,6.000000,0.000431,0.003342,5.783258
freaking good,3.000000,0.000216,0.001821,5.469730
porque se,3.000000,0.000216,0.001821,7.862699
ivana trump,4.000000,0.000288,0.002345,7.411021
holy shit,17.000000,0.001222,0.008197,6.765678
donna fashion,3.000000,0.000216,0.001821,6.485455
donna karen,3.000000,0.000216,0.001821,8.190203
donna karan,28.000000,0.002013,0.012496,8.408892
alicia keys,3.000000,0.000216,0.001821,9.394176
mickiejames wwe,3.000000,0.000216,0.001821,7.689428
rick morty,8.000000,0.000575,0.004291,9.969540
mlbplayoffs yankees,3.000000,0.000216,0.001821,6.005557
calling yall,3.000000,0.000216,0.001821,5.325149
calling asked,3.000000,0.000216,0.001821,7.042801
calling alumni,3.000000,0.000216,0.001821,8.988711
idea rip,3.000000,0.000216,0.001821,7.368223
latavius like,3.000000,0.000216,0.001821,5.608094
latavius murray,4.000000,0.000288,0.002345,10.375005
asking friend,4.000000,0.000288,0.002345,6.386021
ray donovan,3.000000,0.000216,0.001821,10.557327
bedfordstuyvesant brooklyn,7.000000,0.000503,0.003822,7.479356
presssec realdonaldtrump,3.000000,0.000216,0.001821,7.346483
north america,3.000000,0.000216,0.001821,7.225122
north jersey,4.000000,0.000288,0.002345,6.623542
north tube,8.000000,0.000575,0.004291,9.209253
sb station,3.000000,0.000216,0.001821,6.162055
sb street,6.000000,0.000431,0.003342,7.082259
sb east,8.000000,0.000575,0.004291,7.900570
sb exit,8.000000,0.000575,0.004291,7.969563
sb harriman,4.000000,0.000288,0.002345,8.529178
sb rte,4.000000,0.000288,0.002345,8.210725
sb avenue,3.000000,0.000216,0.001821,6.824430
sb robert,4.000000,0.000288,0.002345,8.999182
sb moses,4.000000,0.000288,0.002345,8.999182
harriman incident,3.000000,0.000216,0.001821,6.951829
harriman exit,5.000000,0.000359,0.002851,8.364556
harriman rte,6.000000,0.000431,0.003342,9.481187
rte incident,4.000000,0.000288,0.002345,6.921057
rte toll,4.000000,0.000288,0.002345,8.852578
rte exit,4.000000,0.000288,0.002345,7.822959
rte harriman,4.000000,0.000288,0.002345,9.075722
rte niagara,4.000000,0.000288,0.002345,9.768869
avenue station,15.000000,0.001078,0.007367,7.219424
avenue directions,5.000000,0.000359,0.002851,6.451053
avenue wb,3.000000,0.000216,0.001821,6.677827
avenue construction,10.000000,0.000719,0.005203,6.929791
avenue updated,3.000000,0.000216,0.001821,6.055297
avenue hoytschermerhorn,3.000000,0.000216,0.001821,8.670257
niggativities funclewill,3.000000,0.000216,0.001821,11.068152
permanent rt,3.000000,0.000216,0.001821,8.788040
bassdork tariqnasheed,4.000000,0.000288,0.002345,10.780470
frank life,3.000000,0.000216,0.001821,6.672332
looked like,6.000000,0.000431,0.003342,4.743097
kitchen manhattan,9.000000,0.000647,0.004751,6.773137
montclairboontonline station,8.000000,0.000575,0.004291,8.007881
montclairboontonline penn,8.000000,0.000575,0.004291,9.681858
tengo que,3.000000,0.000216,0.001821,6.773137
lord rings,4.000000,0.000288,0.002345,8.988711
st ny,4.000000,0.000288,0.002345,5.276664
st broadway,4.000000,0.000288,0.002345,6.932986
st incident,6.000000,0.000431,0.003342,6.323220
st updated,4.000000,0.000288,0.002345,6.438289
st special,4.000000,0.000288,0.002345,6.856025
st nyctbus,4.000000,0.000288,0.002345,8.765567
practically runs,4.000000,0.000288,0.002345,8.765567
practically rain,4.000000,0.000288,0.002345,8.670257
practically seethru,4.000000,0.000288,0.002345,10.375005
dating club,11.000000,0.000791,0.005648,8.721115
statue liberty,3.000000,0.000216,0.001821,9.864179
photographer x,4.000000,0.000288,0.002345,7.992377
bedstuy brooklyn,4.000000,0.000288,0.002345,7.612888
special event,11.000000,0.000791,0.005648,8.010726
